===2023-06-14 08:38:14===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: -1
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix: False
    mix2: False
    mix3: False
    mix4: False
data_number=[296,888,201,604,137,411,64,192,63,189,43,129,29,87,]
client_nums=[2,2,2,2,2,2,2,]
len_dataset=[3952,2688,1828,856,846,575,391,]
domain number = -1
============ Train epoch 0 ============
 Site-White_utk                     | Train Loss: 2.1947 | Train Acc: 0.1318
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5792 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5095
 Test site-White_utk                 | Epoch:16 | Test Acc: 0.2240
 Test site-East_Asian                | Epoch:16 | Test Acc: 0.4468
 Test site-Indian_utk                | Epoch:16 | Test Acc: 0.4708
 Test site-Black_utk                 | Epoch:16 | Test Acc: 0.3571
 Test site-Southeast_Asian           | Epoch:16 | Test Acc: 0.3553
 Test site-Asian_ffhq                | Epoch:16 | Test Acc: 0.3676
 Test site-Latino_Hispanic_ffhq      | Epoch:16 | Test Acc: 0.3731
White_utk: 0.2240, East_Asian: 0.4468, Indian_utk: 0.4708, Black_utk: 0.3571, Southeast_Asian: 0.3553, Asian_ffhq: 0.3676, Latino_Hispanic_ffhq: 0.3731, 
Average Test Accuracy(group): 0.3707, Average Test Accuracy(individual): 0.3707,
domain CV=0.1981, cluster CV=-1.0000, individual CV=0.1981, 
============ Train epoch 20 ============
 Site-White_utk                     | Train Loss: 2.0303 | Train Acc: 0.1939
 Site-White_utk                     | Train Loss: 2.0446 | Train Acc: 0.1866
 Site-East_Asian                    | Train Loss: 1.6982 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.8435 | Train Acc: 0.3821
 Site-Indian_utk                    | Train Loss: 1.9187 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.9050 | Train Acc: 0.3860
 Site-Black_utk                     | Train Loss: 1.9263 | Train Acc: 0.3810
 Site-Black_utk                     | Train Loss: 1.9395 | Train Acc: 0.3679
 Site-Southeast_Asian               | Train Loss: 1.8274 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.9399 | Train Acc: 0.3048
 Site-Asian_ffhq                    | Train Loss: 2.2871 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4726 | Train Acc: 0.9155
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8951 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.5252 | Train Acc: 0.9792
Average Train Accuracy: 0.4063
 Site-White_utk                     | Val  Loss: 1.9620 | Val  Acc: 0.2308
 Site-White_utk                     | Val  Loss: 2.0469 | Val  Acc: 0.1976
 Site-East_Asian                    | Val  Loss: 1.8342 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8631 | Val  Acc: 0.3543
 Site-Indian_utk                    | Val  Loss: 1.8995 | Val  Acc: 0.3333
 Site-Indian_utk                    | Val  Loss: 1.8834 | Val  Acc: 0.3841
 Site-Black_utk                     | Val  Loss: 1.9478 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 1.8834 | Val  Acc: 0.3429
 Site-Southeast_Asian               | Val  Loss: 1.8761 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8519 | Val  Acc: 0.3286
 Site-Asian_ffhq                    | Val  Loss: 1.4314 | Val  Acc: 1.0000
 Site-Asian_ffhq                    | Val  Loss: 1.4343 | Val  Acc: 0.9787
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5542 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5770 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5173
============ Train epoch 21 ============
 Site-White_utk                     | Train Loss: 2.0163 | Train Acc: 0.1939
 Site-White_utk                     | Train Loss: 2.0398 | Train Acc: 0.2069
 Site-East_Asian                    | Train Loss: 1.6745 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.8317 | Train Acc: 0.3851
 Site-Indian_utk                    | Train Loss: 1.9191 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8892 | Train Acc: 0.3947
 Site-Black_utk                     | Train Loss: 1.9121 | Train Acc: 0.3810
 Site-Black_utk                     | Train Loss: 1.9268 | Train Acc: 0.3868
 Site-Southeast_Asian               | Train Loss: 1.8561 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.9428 | Train Acc: 0.3048
 Site-Asian_ffhq                    | Train Loss: 2.2785 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4941 | Train Acc: 0.8873
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8929 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.5228 | Train Acc: 1.0000
Average Train Accuracy: 0.4094
 Site-White_utk                     | Val  Loss: 1.9602 | Val  Acc: 0.2000
 Site-White_utk                     | Val  Loss: 2.0402 | Val  Acc: 0.2006
 Site-East_Asian                    | Val  Loss: 1.8311 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8537 | Val  Acc: 0.3632
 Site-Indian_utk                    | Val  Loss: 1.8673 | Val  Acc: 0.3333
 Site-Indian_utk                    | Val  Loss: 1.8877 | Val  Acc: 0.3907
 Site-Black_utk                     | Val  Loss: 1.8930 | Val  Acc: 0.4286
 Site-Black_utk                     | Val  Loss: 1.9123 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8785 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8336 | Val  Acc: 0.3143
 Site-Asian_ffhq                    | Val  Loss: 1.4119 | Val  Acc: 1.0000
 Site-Asian_ffhq                    | Val  Loss: 1.4187 | Val  Acc: 0.9362
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5454 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5551 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5185
============ Train epoch 22 ============
 Site-White_utk                     | Train Loss: 2.0131 | Train Acc: 0.2041
 Site-White_utk                     | Train Loss: 2.0341 | Train Acc: 0.2049
 Site-East_Asian                    | Train Loss: 1.6175 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7946 | Train Acc: 0.3821
 Site-Indian_utk                    | Train Loss: 1.8975 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8907 | Train Acc: 0.4035
 Site-Black_utk                     | Train Loss: 1.8905 | Train Acc: 0.4286
 Site-Black_utk                     | Train Loss: 1.9197 | Train Acc: 0.3774
 Site-Southeast_Asian               | Train Loss: 1.8072 | Train Acc: 0.4286
 Site-Southeast_Asian               | Train Loss: 1.9216 | Train Acc: 0.3143
 Site-Asian_ffhq                    | Train Loss: 2.2847 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4729 | Train Acc: 0.8873
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8879 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4889 | Train Acc: 1.0000
Average Train Accuracy: 0.4172
 Site-White_utk                     | Val  Loss: 1.9485 | Val  Acc: 0.2154
 Site-White_utk                     | Val  Loss: 2.0318 | Val  Acc: 0.2188
 Site-East_Asian                    | Val  Loss: 1.8206 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8335 | Val  Acc: 0.3632
 Site-Indian_utk                    | Val  Loss: 1.8594 | Val  Acc: 0.3667
 Site-Indian_utk                    | Val  Loss: 1.8657 | Val  Acc: 0.3841
 Site-Black_utk                     | Val  Loss: 1.9253 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 1.9116 | Val  Acc: 0.3429
 Site-Southeast_Asian               | Val  Loss: 1.8745 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8090 | Val  Acc: 0.3286
 Site-Asian_ffhq                    | Val  Loss: 1.3836 | Val  Acc: 0.8889
 Site-Asian_ffhq                    | Val  Loss: 1.4027 | Val  Acc: 0.9362
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5034 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5317 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5098
============ Train epoch 23 ============
 Site-White_utk                     | Train Loss: 2.0064 | Train Acc: 0.2041
 Site-White_utk                     | Train Loss: 2.0245 | Train Acc: 0.2130
 Site-East_Asian                    | Train Loss: 1.6846 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7929 | Train Acc: 0.3851
 Site-Indian_utk                    | Train Loss: 1.8888 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8840 | Train Acc: 0.4079
 Site-Black_utk                     | Train Loss: 1.8868 | Train Acc: 0.4762
 Site-Black_utk                     | Train Loss: 1.9198 | Train Acc: 0.3679
 Site-Southeast_Asian               | Train Loss: 1.8295 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.9210 | Train Acc: 0.3048
 Site-Asian_ffhq                    | Train Loss: 2.2920 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4470 | Train Acc: 0.8873
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8991 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4940 | Train Acc: 1.0000
Average Train Accuracy: 0.4170
 Site-White_utk                     | Val  Loss: 1.9544 | Val  Acc: 0.2462
 Site-White_utk                     | Val  Loss: 2.0246 | Val  Acc: 0.2097
 Site-East_Asian                    | Val  Loss: 1.8081 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8319 | Val  Acc: 0.3632
 Site-Indian_utk                    | Val  Loss: 1.8733 | Val  Acc: 0.3667
 Site-Indian_utk                    | Val  Loss: 1.8532 | Val  Acc: 0.3907
 Site-Black_utk                     | Val  Loss: 1.8713 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 1.8964 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8250 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8129 | Val  Acc: 0.3286
 Site-Asian_ffhq                    | Val  Loss: 1.4220 | Val  Acc: 0.8889
 Site-Asian_ffhq                    | Val  Loss: 1.3963 | Val  Acc: 0.9574
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5174 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4956 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5143
============ Train epoch 24 ============
 Site-White_utk                     | Train Loss: 2.0050 | Train Acc: 0.2347
 Site-White_utk                     | Train Loss: 2.0164 | Train Acc: 0.2292
 Site-East_Asian                    | Train Loss: 1.6087 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7783 | Train Acc: 0.3851
 Site-Indian_utk                    | Train Loss: 1.8743 | Train Acc: 0.3556
 Site-Indian_utk                    | Train Loss: 1.8646 | Train Acc: 0.4123
 Site-Black_utk                     | Train Loss: 1.8611 | Train Acc: 0.4762
 Site-Black_utk                     | Train Loss: 1.9083 | Train Acc: 0.3868
 Site-Southeast_Asian               | Train Loss: 1.7894 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.9129 | Train Acc: 0.3143
 Site-Asian_ffhq                    | Train Loss: 2.2903 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4312 | Train Acc: 0.8873
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8548 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4876 | Train Acc: 1.0000
Average Train Accuracy: 0.4243
 Site-White_utk                     | Val  Loss: 1.9429 | Val  Acc: 0.2462
 Site-White_utk                     | Val  Loss: 2.0158 | Val  Acc: 0.2188
 Site-East_Asian                    | Val  Loss: 1.7930 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8312 | Val  Acc: 0.3677
 Site-Indian_utk                    | Val  Loss: 1.8700 | Val  Acc: 0.4000
 Site-Indian_utk                    | Val  Loss: 1.8530 | Val  Acc: 0.4172
 Site-Black_utk                     | Val  Loss: 1.9103 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 1.8800 | Val  Acc: 0.3429
 Site-Southeast_Asian               | Val  Loss: 1.8322 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.7908 | Val  Acc: 0.3286
 Site-Asian_ffhq                    | Val  Loss: 1.3786 | Val  Acc: 0.8889
 Site-Asian_ffhq                    | Val  Loss: 1.3785 | Val  Acc: 0.9574
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4665 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5292 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5186
============ Train epoch 25 ============
 Site-White_utk                     | Train Loss: 2.0005 | Train Acc: 0.2245
 Site-White_utk                     | Train Loss: 2.0097 | Train Acc: 0.2252
 Site-East_Asian                    | Train Loss: 1.7348 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7608 | Train Acc: 0.3821
 Site-Indian_utk                    | Train Loss: 1.8618 | Train Acc: 0.3556
 Site-Indian_utk                    | Train Loss: 1.8628 | Train Acc: 0.3947
 Site-Black_utk                     | Train Loss: 1.8667 | Train Acc: 0.4286
 Site-Black_utk                     | Train Loss: 1.9013 | Train Acc: 0.3679
 Site-Southeast_Asian               | Train Loss: 1.8231 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.9060 | Train Acc: 0.3143
 Site-Asian_ffhq                    | Train Loss: 2.2853 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.5367 | Train Acc: 0.9014
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8517 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4714 | Train Acc: 1.0000
Average Train Accuracy: 0.4180
 Site-White_utk                     | Val  Loss: 1.9189 | Val  Acc: 0.2462
 Site-White_utk                     | Val  Loss: 2.0167 | Val  Acc: 0.2188
 Site-East_Asian                    | Val  Loss: 1.7917 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8183 | Val  Acc: 0.3677
 Site-Indian_utk                    | Val  Loss: 1.8285 | Val  Acc: 0.4000
 Site-Indian_utk                    | Val  Loss: 1.8365 | Val  Acc: 0.4040
 Site-Black_utk                     | Val  Loss: 1.9122 | Val  Acc: 0.4286
 Site-Black_utk                     | Val  Loss: 1.8667 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8277 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.7935 | Val  Acc: 0.3286
 Site-Asian_ffhq                    | Val  Loss: 1.3859 | Val  Acc: 1.0000
 Site-Asian_ffhq                    | Val  Loss: 1.3600 | Val  Acc: 0.9574
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4591 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.5002 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5317
 Best site-White_utk                 | Epoch:25 | Val Acc: 0.2462
 Best site-White_utk                 | Epoch:25 | Val Acc: 0.2188
 Best site-East_Asian                | Epoch:25 | Val Acc: 0.4091
 Best site-East_Asian                | Epoch:25 | Val Acc: 0.3677
 Best site-Indian_utk                | Epoch:25 | Val Acc: 0.4000
 Best site-Indian_utk                | Epoch:25 | Val Acc: 0.4040
 Best site-Black_utk                 | Epoch:25 | Val Acc: 0.4286
 Best site-Black_utk                 | Epoch:25 | Val Acc: 0.3571
 Best site-Southeast_Asian           | Epoch:25 | Val Acc: 0.3571
 Best site-Southeast_Asian           | Epoch:25 | Val Acc: 0.3286
 Best site-Asian_ffhq                | Epoch:25 | Val Acc: 1.0000
 Best site-Asian_ffhq                | Epoch:25 | Val Acc: 0.9574
 Best site-Latino_Hispanic_ffhq      | Epoch:25 | Val Acc: 1.0000
 Best site-Latino_Hispanic_ffhq      | Epoch:25 | Val Acc: 0.9688
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 26 ============
 Site-White_utk                     | Train Loss: 1.9790 | Train Acc: 0.2449
 Site-White_utk                     | Train Loss: 2.0015 | Train Acc: 0.2333
 Site-East_Asian                    | Train Loss: 1.5625 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7890 | Train Acc: 0.3821
 Site-Indian_utk                    | Train Loss: 1.8588 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8381 | Train Acc: 0.4123
 Site-Black_utk                     | Train Loss: 1.9102 | Train Acc: 0.3810
 Site-Black_utk                     | Train Loss: 1.9004 | Train Acc: 0.3585
 Site-Southeast_Asian               | Train Loss: 1.8016 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.8816 | Train Acc: 0.3048
 Site-Asian_ffhq                    | Train Loss: 2.2846 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4166 | Train Acc: 0.8732
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8797 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4701 | Train Acc: 0.9792
Average Train Accuracy: 0.4115
 Site-White_utk                     | Val  Loss: 1.9218 | Val  Acc: 0.2308
 Site-White_utk                     | Val  Loss: 2.0117 | Val  Acc: 0.2280
 Site-East_Asian                    | Val  Loss: 1.7954 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8185 | Val  Acc: 0.3632
 Site-Indian_utk                    | Val  Loss: 1.8388 | Val  Acc: 0.3667
 Site-Indian_utk                    | Val  Loss: 1.8358 | Val  Acc: 0.4238
 Site-Black_utk                     | Val  Loss: 1.8808 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 1.8696 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8566 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.7795 | Val  Acc: 0.3143
 Site-Asian_ffhq                    | Val  Loss: 1.3734 | Val  Acc: 0.8889
 Site-Asian_ffhq                    | Val  Loss: 1.3355 | Val  Acc: 0.9574
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4708 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4827 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5159
============ Train epoch 27 ============
 Site-White_utk                     | Train Loss: 1.9855 | Train Acc: 0.2245
 Site-White_utk                     | Train Loss: 1.9950 | Train Acc: 0.2353
 Site-East_Asian                    | Train Loss: 1.9173 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.8023 | Train Acc: 0.3881
 Site-Indian_utk                    | Train Loss: 1.8570 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8456 | Train Acc: 0.4079
 Site-Black_utk                     | Train Loss: 1.9059 | Train Acc: 0.3810
 Site-Black_utk                     | Train Loss: 1.8981 | Train Acc: 0.3679
 Site-Southeast_Asian               | Train Loss: 1.7871 | Train Acc: 0.3810
 Site-Southeast_Asian               | Train Loss: 1.8924 | Train Acc: 0.3143
 Site-Asian_ffhq                    | Train Loss: 2.2751 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4289 | Train Acc: 0.8873
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8650 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4508 | Train Acc: 1.0000
Average Train Accuracy: 0.4141
 Site-White_utk                     | Val  Loss: 1.9036 | Val  Acc: 0.2615
 Site-White_utk                     | Val  Loss: 2.0010 | Val  Acc: 0.2371
 Site-East_Asian                    | Val  Loss: 1.7954 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8081 | Val  Acc: 0.3632
 Site-Indian_utk                    | Val  Loss: 1.8251 | Val  Acc: 0.4333
 Site-Indian_utk                    | Val  Loss: 1.8354 | Val  Acc: 0.4172
 Site-Black_utk                     | Val  Loss: 1.8449 | Val  Acc: 0.4286
 Site-Black_utk                     | Val  Loss: 1.8634 | Val  Acc: 0.3857
 Site-Southeast_Asian               | Val  Loss: 1.8045 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.7681 | Val  Acc: 0.3429
 Site-Asian_ffhq                    | Val  Loss: 1.3401 | Val  Acc: 1.0000
 Site-Asian_ffhq                    | Val  Loss: 1.3445 | Val  Acc: 0.9362
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4856 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4562 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5386
 Best site-White_utk                 | Epoch:27 | Val Acc: 0.2615
 Best site-White_utk                 | Epoch:27 | Val Acc: 0.2371
 Best site-East_Asian                | Epoch:27 | Val Acc: 0.4091
 Best site-East_Asian                | Epoch:27 | Val Acc: 0.3632
 Best site-Indian_utk                | Epoch:27 | Val Acc: 0.4333
 Best site-Indian_utk                | Epoch:27 | Val Acc: 0.4172
 Best site-Black_utk                 | Epoch:27 | Val Acc: 0.4286
 Best site-Black_utk                 | Epoch:27 | Val Acc: 0.3857
 Best site-Southeast_Asian           | Epoch:27 | Val Acc: 0.3571
 Best site-Southeast_Asian           | Epoch:27 | Val Acc: 0.3429
 Best site-Asian_ffhq                | Epoch:27 | Val Acc: 1.0000
 Best site-Asian_ffhq                | Epoch:27 | Val Acc: 0.9362
 Best site-Latino_Hispanic_ffhq      | Epoch:27 | Val Acc: 1.0000
 Best site-Latino_Hispanic_ffhq      | Epoch:27 | Val Acc: 0.9688
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 28 ============
 Site-White_utk                     | Train Loss: 2.0009 | Train Acc: 0.2551
 Site-White_utk                     | Train Loss: 1.9887 | Train Acc: 0.2475
 Site-East_Asian                    | Train Loss: 1.9069 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7702 | Train Acc: 0.3910
 Site-Indian_utk                    | Train Loss: 1.8351 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8371 | Train Acc: 0.4079
 Site-Black_utk                     | Train Loss: 1.8375 | Train Acc: 0.4286
 Site-Black_utk                     | Train Loss: 1.8925 | Train Acc: 0.3491
 Site-Southeast_Asian               | Train Loss: 1.7630 | Train Acc: 0.4286
 Site-Southeast_Asian               | Train Loss: 1.8783 | Train Acc: 0.3143
 Site-Asian_ffhq                    | Train Loss: 2.2856 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.4495 | Train Acc: 0.8732
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8324 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4602 | Train Acc: 1.0000
Average Train Accuracy: 0.4218
 Site-White_utk                     | Val  Loss: 1.8854 | Val  Acc: 0.2615
 Site-White_utk                     | Val  Loss: 1.9948 | Val  Acc: 0.2371
 Site-East_Asian                    | Val  Loss: 1.7714 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.8004 | Val  Acc: 0.3722
 Site-Indian_utk                    | Val  Loss: 1.8169 | Val  Acc: 0.4333
 Site-Indian_utk                    | Val  Loss: 1.8167 | Val  Acc: 0.3841
 Site-Black_utk                     | Val  Loss: 1.8754 | Val  Acc: 0.4286
 Site-Black_utk                     | Val  Loss: 1.8671 | Val  Acc: 0.3429
 Site-Southeast_Asian               | Val  Loss: 1.8359 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.7757 | Val  Acc: 0.3286
 Site-Asian_ffhq                    | Val  Loss: 1.3684 | Val  Acc: 0.8889
 Site-Asian_ffhq                    | Val  Loss: 1.3550 | Val  Acc: 0.9574
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4803 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4800 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5264
============ Train epoch 29 ============
 Site-White_utk                     | Train Loss: 1.9706 | Train Acc: 0.2449
 Site-White_utk                     | Train Loss: 1.9826 | Train Acc: 0.2434
 Site-East_Asian                    | Train Loss: 1.8102 | Train Acc: 0.4328
 Site-East_Asian                    | Train Loss: 1.7604 | Train Acc: 0.3851
 Site-Indian_utk                    | Train Loss: 1.8456 | Train Acc: 0.3333
 Site-Indian_utk                    | Train Loss: 1.8229 | Train Acc: 0.4123
 Site-Black_utk                     | Train Loss: 1.8596 | Train Acc: 0.4286
 Site-Black_utk                     | Train Loss: 1.8680 | Train Acc: 0.4151
 Site-Southeast_Asian               | Train Loss: 1.7494 | Train Acc: 0.4286
 Site-Southeast_Asian               | Train Loss: 1.8678 | Train Acc: 0.3143
 Site-Asian_ffhq                    | Train Loss: 2.2824 | Train Acc: 0.0000
 Site-Asian_ffhq                    | Train Loss: 1.3717 | Train Acc: 0.8732
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8375 | Train Acc: 0.4444
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.4100 | Train Acc: 0.9375
Average Train Accuracy: 0.4210
 Site-White_utk                     | Val  Loss: 1.8795 | Val  Acc: 0.2769
 Site-White_utk                     | Val  Loss: 1.9921 | Val  Acc: 0.2371
 Site-East_Asian                    | Val  Loss: 1.7683 | Val  Acc: 0.4091
 Site-East_Asian                    | Val  Loss: 1.7901 | Val  Acc: 0.3722
 Site-Indian_utk                    | Val  Loss: 1.7922 | Val  Acc: 0.4000
 Site-Indian_utk                    | Val  Loss: 1.8071 | Val  Acc: 0.4172
 Site-Black_utk                     | Val  Loss: 1.8781 | Val  Acc: 0.4286
 Site-Black_utk                     | Val  Loss: 1.8431 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.8250 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.7719 | Val  Acc: 0.3429
 Site-Asian_ffhq                    | Val  Loss: 1.3319 | Val  Acc: 0.8889
 Site-Asian_ffhq                    | Val  Loss: 1.3471 | Val  Acc: 0.9362
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4624 | Val  Acc: 1.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.4645 | Val  Acc: 0.9688
Average Valid Accuracy: 0.5280
 Test site-White_utk                 | Epoch:27 | Test Acc: 0.2713
 Test site-East_Asian                | Epoch:27 | Test Acc: 0.4607
 Test site-Indian_utk                | Epoch:27 | Test Acc: 0.4917
 Test site-Black_utk                 | Epoch:27 | Test Acc: 0.3571
 Test site-Southeast_Asian           | Epoch:27 | Test Acc: 0.3761
 Test site-Asian_ffhq                | Epoch:27 | Test Acc: 0.3511
 Test site-Latino_Hispanic_ffhq      | Epoch:27 | Test Acc: 0.3632
White_utk: 0.2713, East_Asian: 0.4607, Indian_utk: 0.4917, Black_utk: 0.3571, Southeast_Asian: 0.3761, Asian_ffhq: 0.3511, Latino_Hispanic_ffhq: 0.3632, 
Average Test Accuracy(group): 0.3816, Average Test Accuracy(individual): 0.3816,
domain CV=0.1784, cluster CV=-1.0000, individual CV=0.1784, 
============ Train epoch 30 ============
 Site-White_utk                     | Train Loss: 1.9632 | Train Acc: 0.2551
 Site-White_utk                     | Train Loss: 1.9803 | Train Acc: 0.2475
 Site-East_Asian                    | Train Loss: 1.5418 | Train Acc: 0.4478
