===2023-08-04 11:59:30===
===Setting===
    dataset: modern
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[28,37,47,61,79,103,133,172,222,287,24,37,55,83,124,50,100,69,
client_nums=[10,5,2,1,]
len_dataset=[1959,544,251,116,]
domain number = 4
============ Train epoch 0 ============
 Site-amazon                        | Train Loss: 3.3592 | Train Acc: 0.1786
 Best site-webcam                    | Epoch:14 | Val Acc: 0.8378
 Best site-webcam                    | Epoch:14 | Val Acc: 0.8364
 Best site-webcam                    | Epoch:14 | Val Acc: 0.8537
 Best site-dslr                      | Epoch:14 | Val Acc: 0.9091
 Best site-dslr                      | Epoch:14 | Val Acc: 0.8788
 Best site-synthetic                 | Epoch:14 | Val Acc: 0.4348
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 15 ============
 Site-amazon                        | Train Loss: 1.9702 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 1.9287 | Train Acc: 0.9459
 Site-amazon                        | Train Loss: 1.8942 | Train Acc: 0.9787
 Site-amazon                        | Train Loss: 1.9836 | Train Acc: 0.9016
 Site-amazon                        | Train Loss: 1.8525 | Train Acc: 0.9114
 Site-amazon                        | Train Loss: 1.8543 | Train Acc: 0.9126
 Site-amazon                        | Train Loss: 2.0272 | Train Acc: 0.9173
 Site-amazon                        | Train Loss: 1.9697 | Train Acc: 0.8953
 Site-amazon                        | Train Loss: 1.9444 | Train Acc: 0.9144
 Site-amazon                        | Train Loss: 1.9323 | Train Acc: 0.9233
 Site-webcam                        | Train Loss: 2.1249 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 2.1843 | Train Acc: 0.7838
 Site-webcam                        | Train Loss: 2.0821 | Train Acc: 0.8727
 Site-webcam                        | Train Loss: 2.0862 | Train Acc: 0.8675
 Site-webcam                        | Train Loss: 2.1483 | Train Acc: 0.8468
 Site-dslr                          | Train Loss: 2.2653 | Train Acc: 0.8800
 Site-dslr                          | Train Loss: 2.0619 | Train Acc: 0.9000
 Site-synthetic                     | Train Loss: 2.7896 | Train Acc: 0.5072
Average Train Accuracy: 0.8757
 Site-amazon                        | Val  Loss: 1.8095 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.8457 | Val  Acc: 0.9167
 Site-amazon                        | Val  Loss: 2.0375 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 2.0133 | Val  Acc: 0.9268
 Site-amazon                        | Val  Loss: 1.9426 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 1.8522 | Val  Acc: 0.9853
 Site-amazon                        | Val  Loss: 1.9063 | Val  Acc: 0.9659
 Site-amazon                        | Val  Loss: 1.9753 | Val  Acc: 0.8772
 Site-amazon                        | Val  Loss: 1.9030 | Val  Acc: 0.9189
 Site-amazon                        | Val  Loss: 1.9109 | Val  Acc: 0.9215
 Site-webcam                        | Val  Loss: 2.1635 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.0217 | Val  Acc: 0.9167
 Site-webcam                        | Val  Loss: 2.0491 | Val  Acc: 0.9459
 Site-webcam                        | Val  Loss: 2.0944 | Val  Acc: 0.8909
 Site-webcam                        | Val  Loss: 2.0456 | Val  Acc: 0.9146
 Site-dslr                          | Val  Loss: 2.1460 | Val  Acc: 0.9091
 Site-dslr                          | Val  Loss: 2.0869 | Val  Acc: 0.8788
 Site-synthetic                     | Val  Loss: 2.8202 | Val  Acc: 0.3913
Average Valid Accuracy: 0.8888
 Best site-amazon                    | Epoch:15 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9167
 Best site-amazon                    | Epoch:15 | Val Acc: 0.8387
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9268
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9245
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9853
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9659
 Best site-amazon                    | Epoch:15 | Val Acc: 0.8772
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9189
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9215
 Best site-webcam                    | Epoch:15 | Val Acc: 0.8750
 Best site-webcam                    | Epoch:15 | Val Acc: 0.9167
 Best site-webcam                    | Epoch:15 | Val Acc: 0.9459
 Best site-webcam                    | Epoch:15 | Val Acc: 0.8909
 Best site-webcam                    | Epoch:15 | Val Acc: 0.9146
 Best site-dslr                      | Epoch:15 | Val Acc: 0.9091
 Best site-dslr                      | Epoch:15 | Val Acc: 0.8788
 Best site-synthetic                 | Epoch:15 | Val Acc: 0.3913
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 16 ============
 Site-amazon                        | Train Loss: 1.9245 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 1.7997 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 1.7599 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 1.8930 | Train Acc: 0.8525
 Site-amazon                        | Train Loss: 1.7856 | Train Acc: 0.9241
 Site-amazon                        | Train Loss: 1.7956 | Train Acc: 0.9223
 Site-amazon                        | Train Loss: 1.8948 | Train Acc: 0.9474
 Site-amazon                        | Train Loss: 1.8785 | Train Acc: 0.9186
 Site-amazon                        | Train Loss: 1.8611 | Train Acc: 0.9234
 Site-amazon                        | Train Loss: 1.8640 | Train Acc: 0.9338
 Site-webcam                        | Train Loss: 2.0562 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 2.1027 | Train Acc: 0.7568
 Site-webcam                        | Train Loss: 1.9942 | Train Acc: 0.8909
 Site-webcam                        | Train Loss: 2.0155 | Train Acc: 0.8675
 Site-webcam                        | Train Loss: 2.0681 | Train Acc: 0.8629
 Site-dslr                          | Train Loss: 2.2381 | Train Acc: 0.8400
 Site-dslr                          | Train Loss: 2.0337 | Train Acc: 0.9000
 Site-synthetic                     | Train Loss: 2.7550 | Train Acc: 0.5072
Average Train Accuracy: 0.8791
 Site-amazon                        | Val  Loss: 1.7085 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.7898 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 1.9824 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 2.0217 | Val  Acc: 0.8537
 Site-amazon                        | Val  Loss: 1.8723 | Val  Acc: 0.9434
 Site-amazon                        | Val  Loss: 1.7617 | Val  Acc: 0.9412
 Site-amazon                        | Val  Loss: 1.8322 | Val  Acc: 0.9432
 Site-amazon                        | Val  Loss: 1.9094 | Val  Acc: 0.8684
 Site-amazon                        | Val  Loss: 1.8745 | Val  Acc: 0.8986
 Site-amazon                        | Val  Loss: 1.8296 | Val  Acc: 0.9372
 Site-webcam                        | Val  Loss: 2.0104 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.0183 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 1.9825 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 2.0040 | Val  Acc: 0.8909
 Site-webcam                        | Val  Loss: 1.9877 | Val  Acc: 0.8902
 Site-dslr                          | Val  Loss: 2.0348 | Val  Acc: 0.9091
 Site-dslr                          | Val  Loss: 2.0117 | Val  Acc: 0.9091
 Site-synthetic                     | Val  Loss: 2.8236 | Val  Acc: 0.4348
Average Valid Accuracy: 0.8756
============ Train epoch 17 ============
 Site-amazon                        | Train Loss: 1.9214 | Train Acc: 0.8214
 Site-amazon                        | Train Loss: 1.7164 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 1.7008 | Train Acc: 0.9574
 Site-amazon                        | Train Loss: 1.7738 | Train Acc: 0.9180
 Site-amazon                        | Train Loss: 1.7966 | Train Acc: 0.8987
 Site-amazon                        | Train Loss: 1.7345 | Train Acc: 0.9612
 Site-amazon                        | Train Loss: 1.8899 | Train Acc: 0.8872
 Site-amazon                        | Train Loss: 1.7862 | Train Acc: 0.9186
 Site-amazon                        | Train Loss: 1.7870 | Train Acc: 0.9054
 Site-amazon                        | Train Loss: 1.7644 | Train Acc: 0.9303
 Site-webcam                        | Train Loss: 1.9008 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 2.0508 | Train Acc: 0.7838
 Site-webcam                        | Train Loss: 1.9288 | Train Acc: 0.8727
 Site-webcam                        | Train Loss: 1.8933 | Train Acc: 0.8916
 Site-webcam                        | Train Loss: 2.0113 | Train Acc: 0.8710
 Site-dslr                          | Train Loss: 2.1492 | Train Acc: 0.8800
 Site-dslr                          | Train Loss: 1.9740 | Train Acc: 0.8800
 Site-synthetic                     | Train Loss: 2.4826 | Train Acc: 0.5652
Average Train Accuracy: 0.8796
 Site-amazon                        | Val  Loss: 1.6331 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.7212 | Val  Acc: 0.8750
 Site-amazon                        | Val  Loss: 1.8331 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 1.9699 | Val  Acc: 0.8293
 Site-amazon                        | Val  Loss: 1.8199 | Val  Acc: 0.9434
 Site-amazon                        | Val  Loss: 1.7207 | Val  Acc: 0.9706
 Site-amazon                        | Val  Loss: 1.7346 | Val  Acc: 0.9432
 Site-amazon                        | Val  Loss: 1.8172 | Val  Acc: 0.8772
 Site-amazon                        | Val  Loss: 1.7385 | Val  Acc: 0.9324
 Site-amazon                        | Val  Loss: 1.7744 | Val  Acc: 0.9267
 Site-webcam                        | Val  Loss: 2.0205 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 1.9664 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 1.9337 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.9784 | Val  Acc: 0.8909
 Site-webcam                        | Val  Loss: 1.9036 | Val  Acc: 0.8780
 Site-dslr                          | Val  Loss: 1.9176 | Val  Acc: 0.9091
 Site-dslr                          | Val  Loss: 1.8466 | Val  Acc: 0.8485
 Site-synthetic                     | Val  Loss: 2.7483 | Val  Acc: 0.4130
Average Valid Accuracy: 0.8747
============ Train epoch 18 ============
 Site-amazon                        | Train Loss: 1.7765 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 1.6576 | Train Acc: 0.9459
 Site-amazon                        | Train Loss: 1.6712 | Train Acc: 0.9362
 Site-amazon                        | Train Loss: 1.7532 | Train Acc: 0.8852
 Site-amazon                        | Train Loss: 1.6975 | Train Acc: 0.9367
 Site-amazon                        | Train Loss: 1.6656 | Train Acc: 0.9515
 Site-amazon                        | Train Loss: 1.6093 | Train Acc: 0.9248
 Site-amazon                        | Train Loss: 1.7127 | Train Acc: 0.9244
 Site-amazon                        | Train Loss: 1.7316 | Train Acc: 0.9234
 Site-amazon                        | Train Loss: 1.7051 | Train Acc: 0.9268
 Site-webcam                        | Train Loss: 1.9500 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 1.9256 | Train Acc: 0.8649
 Site-webcam                        | Train Loss: 1.8515 | Train Acc: 0.8727
 Site-webcam                        | Train Loss: 1.8493 | Train Acc: 0.9277
 Site-webcam                        | Train Loss: 1.8967 | Train Acc: 0.9113
 Site-dslr                          | Train Loss: 2.0413 | Train Acc: 0.8800
 Site-dslr                          | Train Loss: 1.8955 | Train Acc: 0.8800
 Site-synthetic                     | Train Loss: 2.6105 | Train Acc: 0.4928
Average Train Accuracy: 0.8882
 Site-amazon                        | Val  Loss: 1.4983 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.6449 | Val  Acc: 0.9167
 Site-amazon                        | Val  Loss: 1.8654 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 1.9083 | Val  Acc: 0.8293
 Site-amazon                        | Val  Loss: 1.6779 | Val  Acc: 0.9623
 Site-amazon                        | Val  Loss: 1.6054 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.6764 | Val  Acc: 0.9318
 Site-amazon                        | Val  Loss: 1.7816 | Val  Acc: 0.8772
 Site-amazon                        | Val  Loss: 1.6619 | Val  Acc: 0.9257
 Site-amazon                        | Val  Loss: 1.6973 | Val  Acc: 0.9476
 Site-webcam                        | Val  Loss: 2.0278 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 1.9558 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 1.9003 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.9358 | Val  Acc: 0.8909
 Site-webcam                        | Val  Loss: 1.8634 | Val  Acc: 0.9024
 Site-dslr                          | Val  Loss: 1.9981 | Val  Acc: 0.8485
 Site-dslr                          | Val  Loss: 1.7927 | Val  Acc: 0.8636
 Site-synthetic                     | Val  Loss: 2.7245 | Val  Acc: 0.4348
Average Valid Accuracy: 0.8712
============ Train epoch 19 ============
 Site-amazon                        | Train Loss: 1.7956 | Train Acc: 0.8571
 Site-amazon                        | Train Loss: 1.5861 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 1.5702 | Train Acc: 0.9574
 Site-amazon                        | Train Loss: 1.6410 | Train Acc: 0.8689
 Site-amazon                        | Train Loss: 1.6386 | Train Acc: 0.9114
 Site-amazon                        | Train Loss: 1.5770 | Train Acc: 0.9515
 Site-amazon                        | Train Loss: 1.7184 | Train Acc: 0.9023
 Site-amazon                        | Train Loss: 1.6401 | Train Acc: 0.9244
 Site-amazon                        | Train Loss: 1.6483 | Train Acc: 0.9009
 Site-amazon                        | Train Loss: 1.6436 | Train Acc: 0.9443
 Site-webcam                        | Train Loss: 1.9191 | Train Acc: 0.8333
 Site-webcam                        | Train Loss: 1.9459 | Train Acc: 0.8378
 Site-webcam                        | Train Loss: 1.7704 | Train Acc: 0.8909
 Site-webcam                        | Train Loss: 1.8045 | Train Acc: 0.9036
 Site-webcam                        | Train Loss: 1.8696 | Train Acc: 0.9032
 Site-dslr                          | Train Loss: 2.0265 | Train Acc: 0.8800
 Site-dslr                          | Train Loss: 1.7489 | Train Acc: 0.9100
 Site-synthetic                     | Train Loss: 2.2522 | Train Acc: 0.5797
Average Train Accuracy: 0.8850
 Site-amazon                        | Val  Loss: 1.4305 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.5465 | Val  Acc: 0.9583
 Site-amazon                        | Val  Loss: 1.6809 | Val  Acc: 0.8710
 Site-amazon                        | Val  Loss: 1.8723 | Val  Acc: 0.8049
 Site-amazon                        | Val  Loss: 1.6602 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 1.4829 | Val  Acc: 0.9706
 Site-amazon                        | Val  Loss: 1.6007 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 1.6732 | Val  Acc: 0.8772
 Site-amazon                        | Val  Loss: 1.5655 | Val  Acc: 0.9459
 Site-amazon                        | Val  Loss: 1.6148 | Val  Acc: 0.9372
 Site-webcam                        | Val  Loss: 1.8504 | Val  Acc: 0.8125
 Site-webcam                        | Val  Loss: 1.8816 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 1.8631 | Val  Acc: 0.8649
 Site-webcam                        | Val  Loss: 1.8666 | Val  Acc: 0.8727
 Site-webcam                        | Val  Loss: 1.7847 | Val  Acc: 0.8780
 Site-dslr                          | Val  Loss: 1.8953 | Val  Acc: 0.8788
 Site-dslr                          | Val  Loss: 1.7519 | Val  Acc: 0.8636
 Site-synthetic                     | Val  Loss: 2.7375 | Val  Acc: 0.3913
Average Valid Accuracy: 0.8724
============ Train epoch 20 ============
 Site-amazon                        | Train Loss: 1.6716 | Train Acc: 0.8929
 Site-amazon                        | Train Loss: 1.5217 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 1.5274 | Train Acc: 0.9574
 Site-amazon                        | Train Loss: 1.5441 | Train Acc: 0.9016
 Site-amazon                        | Train Loss: 1.4918 | Train Acc: 0.9620
 Site-amazon                        | Train Loss: 1.4359 | Train Acc: 0.9320
 Site-amazon                        | Train Loss: 1.5648 | Train Acc: 0.9323
 Site-amazon                        | Train Loss: 1.5727 | Train Acc: 0.9186
 Site-amazon                        | Train Loss: 1.5459 | Train Acc: 0.9414
 Site-amazon                        | Train Loss: 1.5812 | Train Acc: 0.9164
 Site-webcam                        | Train Loss: 1.7347 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 1.8481 | Train Acc: 0.8108
 Site-webcam                        | Train Loss: 1.7628 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 1.6384 | Train Acc: 0.9277
 Site-webcam                        | Train Loss: 1.8157 | Train Acc: 0.8952
 Site-dslr                          | Train Loss: 1.9645 | Train Acc: 0.8800
 Site-dslr                          | Train Loss: 1.7562 | Train Acc: 0.9100
 Site-synthetic                     | Train Loss: 2.6484 | Train Acc: 0.4928
Average Train Accuracy: 0.8928
 Site-amazon                        | Val  Loss: 1.3856 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.4382 | Val  Acc: 0.9167
 Site-amazon                        | Val  Loss: 1.7034 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 1.7952 | Val  Acc: 0.8049
 Site-amazon                        | Val  Loss: 1.5760 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 1.5319 | Val  Acc: 0.9853
 Site-amazon                        | Val  Loss: 1.4927 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 1.6446 | Val  Acc: 0.8772
 Site-amazon                        | Val  Loss: 1.5564 | Val  Acc: 0.9189
 Site-amazon                        | Val  Loss: 1.5253 | Val  Acc: 0.9372
 Site-webcam                        | Val  Loss: 1.9009 | Val  Acc: 0.8125
 Site-webcam                        | Val  Loss: 1.8146 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 1.6695 | Val  Acc: 0.9459
 Site-webcam                        | Val  Loss: 1.7548 | Val  Acc: 0.8909
 Site-webcam                        | Val  Loss: 1.7170 | Val  Acc: 0.9268
 Site-dslr                          | Val  Loss: 1.7666 | Val  Acc: 0.8485
 Site-dslr                          | Val  Loss: 1.6719 | Val  Acc: 0.9091
 Site-synthetic                     | Val  Loss: 2.6746 | Val  Acc: 0.4348
Average Valid Accuracy: 0.8773
============ Train epoch 21 ============
 Site-amazon                        | Train Loss: 1.5360 | Train Acc: 0.8929
 Site-amazon                        | Train Loss: 1.4233 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 1.4073 | Train Acc: 0.9787
 Site-amazon                        | Train Loss: 1.4772 | Train Acc: 0.9344
 Site-amazon                        | Train Loss: 1.5841 | Train Acc: 0.9367
 Site-amazon                        | Train Loss: 1.4007 | Train Acc: 0.9223
 Site-amazon                        | Train Loss: 1.4713 | Train Acc: 0.9248
 Site-amazon                        | Train Loss: 1.4619 | Train Acc: 0.9360
 Site-amazon                        | Train Loss: 1.4985 | Train Acc: 0.9189
 Site-amazon                        | Train Loss: 1.5074 | Train Acc: 0.9338
 Site-webcam                        | Train Loss: 1.8191 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 1.8595 | Train Acc: 0.7568
 Site-webcam                        | Train Loss: 1.6717 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 1.6691 | Train Acc: 0.9036
 Site-webcam                        | Train Loss: 1.7736 | Train Acc: 0.8548
 Site-dslr                          | Train Loss: 1.9081 | Train Acc: 0.9000
 Site-dslr                          | Train Loss: 1.7449 | Train Acc: 0.8600
 Site-synthetic                     | Train Loss: 2.3816 | Train Acc: 0.4638
Average Train Accuracy: 0.8819
 Site-amazon                        | Val  Loss: 1.3162 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.2765 | Val  Acc: 0.9583
 Site-amazon                        | Val  Loss: 1.6006 | Val  Acc: 0.8710
 Site-amazon                        | Val  Loss: 1.6654 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 1.5476 | Val  Acc: 0.8868
 Site-amazon                        | Val  Loss: 1.4387 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.4609 | Val  Acc: 0.9659
 Site-amazon                        | Val  Loss: 1.5604 | Val  Acc: 0.8596
 Site-amazon                        | Val  Loss: 1.4645 | Val  Acc: 0.9392
 Site-amazon                        | Val  Loss: 1.4923 | Val  Acc: 0.9110
 Site-webcam                        | Val  Loss: 1.8376 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 1.6280 | Val  Acc: 0.9167
 Site-webcam                        | Val  Loss: 1.6840 | Val  Acc: 0.9459
 Site-webcam                        | Val  Loss: 1.6902 | Val  Acc: 0.8909
 Site-webcam                        | Val  Loss: 1.6939 | Val  Acc: 0.9024
 Site-dslr                          | Val  Loss: 1.7534 | Val  Acc: 0.9091
 Site-dslr                          | Val  Loss: 1.6696 | Val  Acc: 0.8788
 Site-synthetic                     | Val  Loss: 2.6290 | Val  Acc: 0.4783
Average Valid Accuracy: 0.8870
============ Train epoch 22 ============
 Site-amazon                        | Train Loss: 1.5190 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 1.3956 | Train Acc: 0.9459
 Site-amazon                        | Train Loss: 1.3681 | Train Acc: 0.9362
 Site-amazon                        | Train Loss: 1.4239 | Train Acc: 0.9344
 Site-amazon                        | Train Loss: 1.3046 | Train Acc: 0.9241
 Site-amazon                        | Train Loss: 1.3361 | Train Acc: 0.9417
 Site-amazon                        | Train Loss: 1.4383 | Train Acc: 0.9323
 Site-amazon                        | Train Loss: 1.4448 | Train Acc: 0.9244
 Site-amazon                        | Train Loss: 1.4433 | Train Acc: 0.9279
 Site-amazon                        | Train Loss: 1.4112 | Train Acc: 0.9477
 Site-webcam                        | Train Loss: 1.6424 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 1.7104 | Train Acc: 0.8378
 Site-webcam                        | Train Loss: 1.5776 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 1.6914 | Train Acc: 0.8795
 Site-webcam                        | Train Loss: 1.6713 | Train Acc: 0.8952
 Site-dslr                          | Train Loss: 1.7911 | Train Acc: 0.9200
 Site-dslr                          | Train Loss: 1.6601 | Train Acc: 0.8800
 Site-synthetic                     | Train Loss: 2.2864 | Train Acc: 0.5217
Average Train Accuracy: 0.8946
 Site-amazon                        | Val  Loss: 1.2681 | Val  Acc: 0.9474
 Site-amazon                        | Val  Loss: 1.3739 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 1.5842 | Val  Acc: 0.8710
 Site-amazon                        | Val  Loss: 1.6071 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 1.4071 | Val  Acc: 0.9434
 Site-amazon                        | Val  Loss: 1.3889 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.4177 | Val  Acc: 0.9545
 Site-amazon                        | Val  Loss: 1.4401 | Val  Acc: 0.9035
 Site-amazon                        | Val  Loss: 1.4010 | Val  Acc: 0.9257
 Site-amazon                        | Val  Loss: 1.4015 | Val  Acc: 0.9476
 Site-webcam                        | Val  Loss: 1.7317 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 1.7187 | Val  Acc: 0.8333
 Site-webcam                        | Val  Loss: 1.6252 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.6193 | Val  Acc: 0.9091
 Site-webcam                        | Val  Loss: 1.5744 | Val  Acc: 0.9268
 Site-dslr                          | Val  Loss: 1.7160 | Val  Acc: 0.9091
 Site-dslr                          | Val  Loss: 1.4846 | Val  Acc: 0.9091
 Site-synthetic                     | Val  Loss: 2.5731 | Val  Acc: 0.4130
Average Valid Accuracy: 0.8777
============ Train epoch 23 ============
 Site-amazon                        | Train Loss: 1.5058 | Train Acc: 0.8571
 Site-amazon                        | Train Loss: 1.3057 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 1.2866 | Train Acc: 0.9362
 Site-amazon                        | Train Loss: 1.3767 | Train Acc: 0.9016
 Site-amazon                        | Train Loss: 1.4446 | Train Acc: 0.9114
 Site-amazon                        | Train Loss: 1.2966 | Train Acc: 0.9515
 Site-amazon                        | Train Loss: 1.3707 | Train Acc: 0.9549
 Site-amazon                        | Train Loss: 1.4004 | Train Acc: 0.9244
 Site-amazon                        | Train Loss: 1.3915 | Train Acc: 0.9099
 Site-amazon                        | Train Loss: 1.3386 | Train Acc: 0.9443
 Site-webcam                        | Train Loss: 1.6788 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 1.6932 | Train Acc: 0.8108
 Site-webcam                        | Train Loss: 1.5469 | Train Acc: 0.8909
 Site-webcam                        | Train Loss: 1.5563 | Train Acc: 0.8795
 Site-webcam                        | Train Loss: 1.6196 | Train Acc: 0.8871
 Site-dslr                          | Train Loss: 1.8116 | Train Acc: 0.9000
 Site-dslr                          | Train Loss: 1.5695 | Train Acc: 0.9100
 Site-synthetic                     | Train Loss: 2.2985 | Train Acc: 0.4638
Average Train Accuracy: 0.8823
 Site-amazon                        | Val  Loss: 1.1994 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.2223 | Val  Acc: 0.9583
 Site-amazon                        | Val  Loss: 1.4709 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 1.6082 | Val  Acc: 0.8537
 Site-amazon                        | Val  Loss: 1.3737 | Val  Acc: 0.9623
 Site-amazon                        | Val  Loss: 1.2187 | Val  Acc: 0.9853
 Site-amazon                        | Val  Loss: 1.3236 | Val  Acc: 0.9545
 Site-amazon                        | Val  Loss: 1.4121 | Val  Acc: 0.9035
 Site-amazon                        | Val  Loss: 1.3050 | Val  Acc: 0.9459
 Site-amazon                        | Val  Loss: 1.3391 | Val  Acc: 0.9372
 Site-webcam                        | Val  Loss: 1.7731 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 1.6288 | Val  Acc: 0.9167
 Site-webcam                        | Val  Loss: 1.4911 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.6670 | Val  Acc: 0.8364
 Site-webcam                        | Val  Loss: 1.6061 | Val  Acc: 0.8659
 Site-dslr                          | Val  Loss: 1.6753 | Val  Acc: 0.9394
 Site-dslr                          | Val  Loss: 1.4876 | Val  Acc: 0.9242
 Site-synthetic                     | Val  Loss: 2.5712 | Val  Acc: 0.4130
Average Valid Accuracy: 0.8836
============ Train epoch 24 ============
 Site-amazon                        | Train Loss: 1.4686 | Train Acc: 0.8929
 Site-amazon                        | Train Loss: 1.3203 | Train Acc: 0.9189
 Site-amazon                        | Train Loss: 1.3130 | Train Acc: 0.9787
 Site-amazon                        | Train Loss: 1.3065 | Train Acc: 0.9180
 Site-amazon                        | Train Loss: 1.2448 | Train Acc: 0.9241
 Site-amazon                        | Train Loss: 1.2199 | Train Acc: 0.9515
 Site-amazon                        | Train Loss: 1.4437 | Train Acc: 0.9323
 Site-amazon                        | Train Loss: 1.3311 | Train Acc: 0.9360
 Site-amazon                        | Train Loss: 1.3019 | Train Acc: 0.9234
 Site-amazon                        | Train Loss: 1.3133 | Train Acc: 0.9338
 Site-webcam                        | Train Loss: 1.5211 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 1.5586 | Train Acc: 0.7838
 Site-webcam                        | Train Loss: 1.4485 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 1.4260 | Train Acc: 0.9036
 Site-webcam                        | Train Loss: 1.5869 | Train Acc: 0.9032
 Site-dslr                          | Train Loss: 1.7295 | Train Acc: 0.8800
 Site-dslr                          | Train Loss: 1.4998 | Train Acc: 0.9000
 Site-synthetic                     | Train Loss: 2.2414 | Train Acc: 0.5072
Average Train Accuracy: 0.8896
 Site-amazon                        | Val  Loss: 1.1293 | Val  Acc: 0.9474
 Site-amazon                        | Val  Loss: 1.1326 | Val  Acc: 0.9583
 Site-amazon                        | Val  Loss: 1.4655 | Val  Acc: 0.9032
