===2023-08-06 12:40:52===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 20
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[9,12,15,20,25,33,43,55,72,93,11,15,21,30,41,57,79,13,20,29,44,66,20,35,62,27,54,55,37,
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[635,431,293,199,135,92,62,]
domain number = 7
============ Train epoch 0 ============
 Site-RealWorld                     | Train Loss: 2.1121 | Train Acc: 0.7778
 Site-amazon                        | Train Loss: 0.5079 | Train Acc: 0.9143
 Site-amazon                        | Train Loss: 0.4529 | Train Acc: 0.9194
 Site-webcam                        | Train Loss: 0.4255 | Train Acc: 0.9259
 Site-webcam                        | Train Loss: 0.2266 | Train Acc: 1.0000
 Site-Art                           | Train Loss: 0.5930 | Train Acc: 0.9091
 Site-Clipart                       | Train Loss: 0.7620 | Train Acc: 0.8378
Average Train Accuracy: 0.9625
 Site-RealWorld                     | Val  Loss: 0.2827 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0669 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3341 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5030 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.4342 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3129 | Val  Acc: 0.9545
 Site-RealWorld                     | Val  Loss: 0.2413 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2399 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2684 | Val  Acc: 0.9375
 Site-RealWorld                     | Val  Loss: 0.3495 | Val  Acc: 0.9677
 Site-caltech                       | Val  Loss: 0.2265 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2511 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2268 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2997 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1772 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2051 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3816 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.1352 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1017 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1414 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2201 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2936 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.4653 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.6072 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 0.5351 | Val  Acc: 0.8780
 Site-webcam                        | Val  Loss: 0.3428 | Val  Acc: 0.9444
 Site-webcam                        | Val  Loss: 0.2111 | Val  Acc: 0.9722
 Site-Art                           | Val  Loss: 0.6638 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.6647 | Val  Acc: 0.8333
Average Valid Accuracy: 0.9676
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9545
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9375
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9677
 Best site-caltech                   | Epoch:9 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:9 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:9 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:9 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:9 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:9 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:9 | Val Acc: 0.9623
 Best site-Product                   | Epoch:9 | Val Acc: 1.0000
 Best site-Product                   | Epoch:9 | Val Acc: 1.0000
 Best site-Product                   | Epoch:9 | Val Acc: 1.0000
 Best site-Product                   | Epoch:9 | Val Acc: 1.0000
 Best site-Product                   | Epoch:9 | Val Acc: 0.9773
 Best site-amazon                    | Epoch:9 | Val Acc: 0.9231
 Best site-amazon                    | Epoch:9 | Val Acc: 0.8696
 Best site-amazon                    | Epoch:9 | Val Acc: 0.8780
 Best site-webcam                    | Epoch:9 | Val Acc: 0.9444
 Best site-webcam                    | Epoch:9 | Val Acc: 0.9722
 Best site-Art                       | Epoch:9 | Val Acc: 0.9167
 Best site-Clipart                   | Epoch:9 | Val Acc: 0.8333
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 10 ============
 Site-RealWorld                     | Train Loss: 0.4251 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.4436 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1080 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1906 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2333 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.2425 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2135 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.2181 | Train Acc: 0.9636
 Site-RealWorld                     | Train Loss: 0.2775 | Train Acc: 0.9722
 Site-RealWorld                     | Train Loss: 0.1667 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.3137 | Train Acc: 0.9091
 Site-caltech                       | Train Loss: 0.4537 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1610 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.4037 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.2221 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2411 | Train Acc: 0.9825
 Site-caltech                       | Train Loss: 0.2723 | Train Acc: 0.9620
 Site-Product                       | Train Loss: 0.2863 | Train Acc: 0.8462
 Site-Product                       | Train Loss: 0.1761 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.3211 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.2508 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.1321 | Train Acc: 0.9697
 Site-amazon                        | Train Loss: 0.2881 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.5293 | Train Acc: 0.8286
 Site-amazon                        | Train Loss: 0.3798 | Train Acc: 0.9194
 Site-webcam                        | Train Loss: 0.2398 | Train Acc: 1.0000
 Site-webcam                        | Train Loss: 0.1908 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.6235 | Train Acc: 0.8727
 Site-Clipart                       | Train Loss: 0.7920 | Train Acc: 0.7297
Average Train Accuracy: 0.9487
 Site-RealWorld                     | Val  Loss: 0.1020 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1017 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2306 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3952 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.3194 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2317 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1986 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1723 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1936 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.3160 | Val  Acc: 0.9677
 Site-caltech                       | Val  Loss: 0.2046 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2251 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1867 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2388 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1659 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2004 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3214 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.1140 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1220 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1488 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1745 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2754 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.4396 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.5864 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 0.5147 | Val  Acc: 0.8537
 Site-webcam                        | Val  Loss: 0.2703 | Val  Acc: 1.0000
 Site-webcam                        | Val  Loss: 0.2496 | Val  Acc: 0.9722
 Site-Art                           | Val  Loss: 0.5588 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.7603 | Val  Acc: 0.7500
Average Valid Accuracy: 0.9688
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9792
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9677
 Best site-caltech                   | Epoch:10 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:10 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:10 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:10 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:10 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:10 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:10 | Val Acc: 0.9623
 Best site-Product                   | Epoch:10 | Val Acc: 1.0000
 Best site-Product                   | Epoch:10 | Val Acc: 1.0000
 Best site-Product                   | Epoch:10 | Val Acc: 1.0000
 Best site-Product                   | Epoch:10 | Val Acc: 1.0000
 Best site-Product                   | Epoch:10 | Val Acc: 0.9773
 Best site-amazon                    | Epoch:10 | Val Acc: 0.9231
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8696
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8537
 Best site-webcam                    | Epoch:10 | Val Acc: 1.0000
 Best site-webcam                    | Epoch:10 | Val Acc: 0.9722
 Best site-Art                       | Epoch:10 | Val Acc: 0.9167
 Best site-Clipart                   | Epoch:10 | Val Acc: 0.7500
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 11 ============
 Site-RealWorld                     | Train Loss: 0.4330 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.3244 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1053 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2313 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2190 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.2278 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1826 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.1650 | Train Acc: 0.9636
 Site-RealWorld                     | Train Loss: 0.2453 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.1578 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.1813 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3283 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1712 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3334 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.2875 | Train Acc: 0.9512
 Site-caltech                       | Train Loss: 0.1960 | Train Acc: 0.9825
 Site-caltech                       | Train Loss: 0.2350 | Train Acc: 0.9620
 Site-Product                       | Train Loss: 0.2915 | Train Acc: 0.8462
 Site-Product                       | Train Loss: 0.1550 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.2133 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.2471 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.0956 | Train Acc: 0.9848
 Site-amazon                        | Train Loss: 0.2310 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.4351 | Train Acc: 0.8857
 Site-amazon                        | Train Loss: 0.4013 | Train Acc: 0.9032
 Site-webcam                        | Train Loss: 0.2753 | Train Acc: 0.9630
 Site-webcam                        | Train Loss: 0.1776 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.4934 | Train Acc: 0.9455
 Site-Clipart                       | Train Loss: 0.7216 | Train Acc: 0.8108
Average Train Accuracy: 0.9573
 Site-RealWorld                     | Val  Loss: 0.0784 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0437 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1963 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4271 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.3908 | Val  Acc: 0.9412
 Site-RealWorld                     | Val  Loss: 0.2847 | Val  Acc: 0.9545
 Site-RealWorld                     | Val  Loss: 0.1442 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1572 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2138 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.2279 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1055 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2283 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2050 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1718 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1472 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1871 | Val  Acc: 0.9737
 Site-caltech                       | Val  Loss: 0.2705 | Val  Acc: 0.9434
 Site-Product                       | Val  Loss: 0.1482 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0677 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1434 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1812 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2453 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.4141 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.5851 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 0.4446 | Val  Acc: 0.8780
 Site-webcam                        | Val  Loss: 0.2182 | Val  Acc: 0.9444
 Site-webcam                        | Val  Loss: 0.1998 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.5998 | Val  Acc: 0.8611
 Site-Clipart                       | Val  Loss: 0.7415 | Val  Acc: 0.7917
Average Valid Accuracy: 0.9622
============ Train epoch 12 ============
 Site-RealWorld                     | Train Loss: 0.3325 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2330 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1276 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2093 | Train Acc: 0.9500
 Site-RealWorld                     | Train Loss: 0.1852 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.1712 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1907 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.1576 | Train Acc: 0.9818
 Site-RealWorld                     | Train Loss: 0.2012 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.1420 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.1700 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3923 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1266 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3106 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.2346 | Train Acc: 0.9268
 Site-caltech                       | Train Loss: 0.1145 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2200 | Train Acc: 0.9747
 Site-Product                       | Train Loss: 0.2126 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.1182 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.2012 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.1931 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.3283 | Train Acc: 0.9848
 Site-amazon                        | Train Loss: 0.2354 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.4583 | Train Acc: 0.8571
 Site-amazon                        | Train Loss: 0.3953 | Train Acc: 0.9032
 Site-webcam                        | Train Loss: 0.2774 | Train Acc: 0.9259
 Site-webcam                        | Train Loss: 0.1642 | Train Acc: 1.0000
 Site-Art                           | Train Loss: 0.6123 | Train Acc: 0.9091
 Site-Clipart                       | Train Loss: 0.7911 | Train Acc: 0.7838
Average Train Accuracy: 0.9600
 Site-RealWorld                     | Val  Loss: 0.0755 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0320 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1497 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3381 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.2102 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2040 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1339 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1454 | Val  Acc: 0.9730
 Site-RealWorld                     | Val  Loss: 0.1602 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.2198 | Val  Acc: 0.9677
 Site-caltech                       | Val  Loss: 0.1827 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1583 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2439 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1232 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1493 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1257 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2744 | Val  Acc: 0.9811
 Site-Product                       | Val  Loss: 0.0795 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0559 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0723 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1644 | Val  Acc: 0.9655
 Site-Product                       | Val  Loss: 0.2460 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.3590 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.6614 | Val  Acc: 0.8261
 Site-amazon                        | Val  Loss: 0.3760 | Val  Acc: 0.9024
 Site-webcam                        | Val  Loss: 0.2888 | Val  Acc: 0.9444
 Site-webcam                        | Val  Loss: 0.2876 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 0.5111 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.7209 | Val  Acc: 0.8333
Average Valid Accuracy: 0.9665
============ Train epoch 13 ============
 Site-RealWorld                     | Train Loss: 0.3072 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2240 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1438 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1560 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1380 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1613 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1826 | Train Acc: 0.9535
 Site-RealWorld                     | Train Loss: 0.1260 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1629 | Train Acc: 0.9722
 Site-RealWorld                     | Train Loss: 0.1102 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.1887 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3203 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1098 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2945 | Train Acc: 0.9000
 Site-caltech                       | Train Loss: 0.1487 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.1757 | Train Acc: 0.9825
 Site-caltech                       | Train Loss: 0.1929 | Train Acc: 0.9620
 Site-Product                       | Train Loss: 0.1752 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.0993 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.2476 | Train Acc: 0.9310
 Site-Product                       | Train Loss: 0.2006 | Train Acc: 0.9318
 Site-Product                       | Train Loss: 0.3355 | Train Acc: 0.9545
 Site-amazon                        | Train Loss: 0.2134 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.4673 | Train Acc: 0.8571
 Site-amazon                        | Train Loss: 0.3266 | Train Acc: 0.9355
 Site-webcam                        | Train Loss: 0.1916 | Train Acc: 0.9630
 Site-webcam                        | Train Loss: 0.1477 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.5316 | Train Acc: 0.9455
 Site-Clipart                       | Train Loss: 0.7069 | Train Acc: 0.8108
Average Train Accuracy: 0.9630
 Site-RealWorld                     | Val  Loss: 0.1226 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0364 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1665 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3148 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.2230 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1977 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1351 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1117 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1640 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.2113 | Val  Acc: 0.9839
 Site-caltech                       | Val  Loss: 0.0950 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1023 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2536 | Val  Acc: 0.9286
 Site-caltech                       | Val  Loss: 0.1429 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1049 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1651 | Val  Acc: 0.9737
 Site-caltech                       | Val  Loss: 0.2999 | Val  Acc: 0.9434
 Site-Product                       | Val  Loss: 0.1139 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0553 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0610 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1498 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1619 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 0.4438 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.5672 | Val  Acc: 0.8261
 Site-amazon                        | Val  Loss: 0.3775 | Val  Acc: 0.9024
 Site-webcam                        | Val  Loss: 0.2404 | Val  Acc: 1.0000
 Site-webcam                        | Val  Loss: 0.2038 | Val  Acc: 0.9722
 Site-Art                           | Val  Loss: 0.5927 | Val  Acc: 0.8611
 Site-Clipart                       | Val  Loss: 0.6996 | Val  Acc: 0.7500
Average Valid Accuracy: 0.9644
============ Train epoch 14 ============
 Site-RealWorld                     | Train Loss: 0.2072 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2345 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.0726 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1468 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1585 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.1219 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1937 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.1381 | Train Acc: 0.9636
 Site-RealWorld                     | Train Loss: 0.1473 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.1056 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.1730 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2347 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1286 | Train Acc: 0.9524
 Site-caltech                       | Train Loss: 0.2331 | Train Acc: 0.9667
 Site-caltech                       | Train Loss: 0.1608 | Train Acc: 0.9756
 Site-caltech                       | Train Loss: 0.1616 | Train Acc: 0.9825
 Site-caltech                       | Train Loss: 0.1346 | Train Acc: 0.9747
 Site-Product                       | Train Loss: 0.1729 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.0636 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.1896 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.1542 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.0670 | Train Acc: 0.9848
 Site-amazon                        | Train Loss: 0.1410 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.4856 | Train Acc: 0.8571
 Site-amazon                        | Train Loss: 0.3699 | Train Acc: 0.9194
 Site-webcam                        | Train Loss: 0.4075 | Train Acc: 0.9630
 Site-webcam                        | Train Loss: 0.1384 | Train Acc: 0.9630
 Site-Art                           | Train Loss: 0.5129 | Train Acc: 0.8364
 Site-Clipart                       | Train Loss: 0.7335 | Train Acc: 0.7838
Average Train Accuracy: 0.9588
 Site-RealWorld                     | Val  Loss: 0.0372 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0155 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1004 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2712 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.2058 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1538 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1130 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1178 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1520 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.2112 | Val  Acc: 0.9839
 Site-caltech                       | Val  Loss: 0.0969 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1036 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1825 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0953 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1040 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0898 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2446 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.0625 | Val  Acc: 1.0000
