===2023-08-06 10:31:55===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,51,67,86,111,144,17,24,33,46,64,89,124,20,31,46,69,104,32,56,97,42,84,85,58,
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[986,670,456,310,211,143,97,]
domain number = 7
============ Train epoch 0 ============
 Site-RealWorld                     | Train Loss: 2.9414 | Train Acc: 0.1429
 Best site-RealWorld                 | Epoch:41 | Val Acc: 0.9189
 Best site-RealWorld                 | Epoch:41 | Val Acc: 0.8958
 Best site-Product                   | Epoch:41 | Val Acc: 1.0000
 Best site-Product                   | Epoch:41 | Val Acc: 0.8750
 Best site-Product                   | Epoch:41 | Val Acc: 1.0000
 Best site-Product                   | Epoch:41 | Val Acc: 0.8710
 Best site-Product                   | Epoch:41 | Val Acc: 0.9070
 Best site-Product                   | Epoch:41 | Val Acc: 0.9492
 Best site-Product                   | Epoch:41 | Val Acc: 0.8780
 Best site-amazon                    | Epoch:41 | Val Acc: 0.7692
 Best site-amazon                    | Epoch:41 | Val Acc: 0.7500
 Best site-amazon                    | Epoch:41 | Val Acc: 0.8065
 Best site-amazon                    | Epoch:41 | Val Acc: 0.9348
 Best site-amazon                    | Epoch:41 | Val Acc: 0.8841
 Best site-webcam                    | Epoch:41 | Val Acc: 0.9524
 Best site-webcam                    | Epoch:41 | Val Acc: 0.8919
 Best site-webcam                    | Epoch:41 | Val Acc: 0.9219
 Best site-Art                       | Epoch:41 | Val Acc: 0.8571
 Best site-Art                       | Epoch:41 | Val Acc: 0.8036
 Best site-Clipart                   | Epoch:41 | Val Acc: 0.7719
 Best site-dslr                      | Epoch:41 | Val Acc: 1.0000
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedavg...
============ Train epoch 42 ============
 Site-RealWorld                     | Train Loss: 1.1315 | Train Acc: 0.8571
 Site-RealWorld                     | Train Loss: 1.2881 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 1.2191 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 1.2230 | Train Acc: 0.9355
 Site-RealWorld                     | Train Loss: 1.1588 | Train Acc: 0.8750
 Site-RealWorld                     | Train Loss: 1.1968 | Train Acc: 0.9804
 Site-RealWorld                     | Train Loss: 1.2218 | Train Acc: 0.9104
 Site-RealWorld                     | Train Loss: 1.1085 | Train Acc: 0.9070
 Site-RealWorld                     | Train Loss: 1.1556 | Train Acc: 0.9369
 Site-RealWorld                     | Train Loss: 0.9694 | Train Acc: 0.9792
 Site-Product                       | Train Loss: 0.9410 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 1.3016 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 1.3336 | Train Acc: 0.7879
 Site-Product                       | Train Loss: 1.2196 | Train Acc: 0.8696
 Site-Product                       | Train Loss: 1.0515 | Train Acc: 0.9531
 Site-Product                       | Train Loss: 1.1610 | Train Acc: 0.8876
 Site-Product                       | Train Loss: 1.2560 | Train Acc: 0.8629
 Site-amazon                        | Train Loss: 1.1746 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 1.0148 | Train Acc: 0.9677
 Site-amazon                        | Train Loss: 1.2331 | Train Acc: 0.8478
 Site-amazon                        | Train Loss: 1.4239 | Train Acc: 0.9130
 Site-amazon                        | Train Loss: 1.3282 | Train Acc: 0.7981
 Site-webcam                        | Train Loss: 1.1897 | Train Acc: 1.0000
 Site-webcam                        | Train Loss: 1.1035 | Train Acc: 0.9107
 Site-webcam                        | Train Loss: 1.1828 | Train Acc: 0.9485
 Site-Art                           | Train Loss: 1.6949 | Train Acc: 0.8333
 Site-Art                           | Train Loss: 1.5688 | Train Acc: 0.8571
 Site-Clipart                       | Train Loss: 1.4946 | Train Acc: 0.7294
 Site-dslr                          | Train Loss: 1.0659 | Train Acc: 0.9310
Average Train Accuracy: 0.8998
 Site-RealWorld                     | Val  Loss: 0.9861 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9486 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9979 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 1.2073 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.3006 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 1.0486 | Val  Acc: 0.9412
 Site-RealWorld                     | Val  Loss: 1.1553 | Val  Acc: 0.9091
 Site-RealWorld                     | Val  Loss: 1.1820 | Val  Acc: 0.8596
 Site-RealWorld                     | Val  Loss: 1.2514 | Val  Acc: 0.9189
 Site-RealWorld                     | Val  Loss: 1.2240 | Val  Acc: 0.8646
 Site-Product                       | Val  Loss: 0.9267 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 1.1278 | Val  Acc: 0.8750
 Site-Product                       | Val  Loss: 0.9105 | Val  Acc: 0.9545
 Site-Product                       | Val  Loss: 1.0868 | Val  Acc: 0.9355
 Site-Product                       | Val  Loss: 1.2680 | Val  Acc: 0.8837
 Site-Product                       | Val  Loss: 1.0340 | Val  Acc: 0.9153
 Site-Product                       | Val  Loss: 1.0158 | Val  Acc: 0.8780
 Site-amazon                        | Val  Loss: 1.3023 | Val  Acc: 0.6923
 Site-amazon                        | Val  Loss: 1.2620 | Val  Acc: 0.9000
 Site-amazon                        | Val  Loss: 1.2181 | Val  Acc: 0.8710
 Site-amazon                        | Val  Loss: 1.0446 | Val  Acc: 0.9348
 Site-amazon                        | Val  Loss: 1.1640 | Val  Acc: 0.8841
 Site-webcam                        | Val  Loss: 1.2775 | Val  Acc: 0.8095
 Site-webcam                        | Val  Loss: 1.2366 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.0473 | Val  Acc: 0.9688
 Site-Art                           | Val  Loss: 1.4659 | Val  Acc: 0.8929
 Site-Art                           | Val  Loss: 1.4657 | Val  Acc: 0.8214
 Site-Clipart                       | Val  Loss: 1.6099 | Val  Acc: 0.6842
 Site-dslr                          | Val  Loss: 1.0687 | Val  Acc: 0.9737
Average Valid Accuracy: 0.9003
============ Train epoch 43 ============
 Site-RealWorld                     | Train Loss: 1.0469 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 1.2519 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 1.2092 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 1.1558 | Train Acc: 0.9355
 Site-RealWorld                     | Train Loss: 1.1389 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 1.1728 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 1.4695 | Train Acc: 0.9104
 Site-RealWorld                     | Train Loss: 1.1394 | Train Acc: 0.8837
 Site-RealWorld                     | Train Loss: 1.1609 | Train Acc: 0.9279
 Site-RealWorld                     | Train Loss: 0.9526 | Train Acc: 0.9931
 Site-Product                       | Train Loss: 0.9342 | Train Acc: 0.8824
 Site-Product                       | Train Loss: 1.3321 | Train Acc: 0.8333
 Site-Product                       | Train Loss: 1.3677 | Train Acc: 0.8182
 Site-Product                       | Train Loss: 1.2573 | Train Acc: 0.8261
 Site-Product                       | Train Loss: 1.0417 | Train Acc: 0.9219
 Site-Product                       | Train Loss: 1.0590 | Train Acc: 0.9213
 Site-Product                       | Train Loss: 1.1787 | Train Acc: 0.8871
 Site-amazon                        | Train Loss: 1.1383 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.9161 | Train Acc: 0.9677
 Site-amazon                        | Train Loss: 1.2075 | Train Acc: 0.8478
 Site-amazon                        | Train Loss: 1.1856 | Train Acc: 0.9275
 Site-amazon                        | Train Loss: 1.3261 | Train Acc: 0.8269
 Site-webcam                        | Train Loss: 1.1780 | Train Acc: 0.9375
 Site-webcam                        | Train Loss: 1.0939 | Train Acc: 0.9643
 Site-webcam                        | Train Loss: 1.1654 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 1.6440 | Train Acc: 0.7857
 Site-Art                           | Train Loss: 1.4485 | Train Acc: 0.7976
 Site-Clipart                       | Train Loss: 1.5977 | Train Acc: 0.7176
 Site-dslr                          | Train Loss: 1.0386 | Train Acc: 0.9655
Average Train Accuracy: 0.8957
 Site-RealWorld                     | Val  Loss: 0.8319 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9827 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9652 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 1.2254 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.2961 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 1.0278 | Val  Acc: 0.9706
 Site-RealWorld                     | Val  Loss: 1.1165 | Val  Acc: 0.9545
 Site-RealWorld                     | Val  Loss: 1.1505 | Val  Acc: 0.8772
 Site-RealWorld                     | Val  Loss: 1.2205 | Val  Acc: 0.9459
 Site-RealWorld                     | Val  Loss: 1.1769 | Val  Acc: 0.8958
 Site-Product                       | Val  Loss: 1.0338 | Val  Acc: 0.9091
 Site-Product                       | Val  Loss: 1.0738 | Val  Acc: 0.9375
 Site-Product                       | Val  Loss: 0.8812 | Val  Acc: 0.9545
 Site-Product                       | Val  Loss: 0.9808 | Val  Acc: 0.9355
 Site-Product                       | Val  Loss: 1.2186 | Val  Acc: 0.8837
 Site-Product                       | Val  Loss: 1.0220 | Val  Acc: 0.9492
 Site-Product                       | Val  Loss: 1.0182 | Val  Acc: 0.8780
 Site-amazon                        | Val  Loss: 1.1086 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 1.3784 | Val  Acc: 0.7500
 Site-amazon                        | Val  Loss: 1.2763 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 1.0051 | Val  Acc: 0.9348
 Site-amazon                        | Val  Loss: 1.1606 | Val  Acc: 0.9130
 Site-webcam                        | Val  Loss: 1.2316 | Val  Acc: 0.9048
 Site-webcam                        | Val  Loss: 1.1645 | Val  Acc: 0.9459
 Site-webcam                        | Val  Loss: 1.0421 | Val  Acc: 0.9531
 Site-Art                           | Val  Loss: 1.4561 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 1.4523 | Val  Acc: 0.7857
 Site-Clipart                       | Val  Loss: 1.6113 | Val  Acc: 0.7018
 Site-dslr                          | Val  Loss: 1.0203 | Val  Acc: 0.9474
Average Valid Accuracy: 0.9056
============ Train epoch 44 ============
 Site-RealWorld                     | Train Loss: 1.0259 | Train Acc: 0.9286
 Site-RealWorld                     | Train Loss: 1.2236 | Train Acc: 0.9444
 Site-RealWorld                     | Train Loss: 1.2020 | Train Acc: 0.8750
 Site-RealWorld                     | Train Loss: 1.1504 | Train Acc: 0.9677
 Site-RealWorld                     | Train Loss: 1.1396 | Train Acc: 0.8500
 Site-RealWorld                     | Train Loss: 1.1340 | Train Acc: 0.9412
 Site-RealWorld                     | Train Loss: 0.9896 | Train Acc: 0.8806
 Site-RealWorld                     | Train Loss: 1.0638 | Train Acc: 0.9186
 Site-RealWorld                     | Train Loss: 1.0989 | Train Acc: 0.9279
 Site-RealWorld                     | Train Loss: 0.9655 | Train Acc: 0.9792
 Site-Product                       | Train Loss: 0.9091 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 1.2357 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 1.2115 | Train Acc: 0.8788
 Site-Product                       | Train Loss: 1.1837 | Train Acc: 0.8478
 Site-Product                       | Train Loss: 0.9929 | Train Acc: 0.9219
 Site-Product                       | Train Loss: 1.0678 | Train Acc: 0.9213
 Site-Product                       | Train Loss: 1.1762 | Train Acc: 0.8629
 Site-amazon                        | Train Loss: 1.1156 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.9521 | Train Acc: 0.9677
 Site-amazon                        | Train Loss: 1.1551 | Train Acc: 0.8913
 Site-amazon                        | Train Loss: 1.0611 | Train Acc: 0.8986
 Site-amazon                        | Train Loss: 1.2542 | Train Acc: 0.8269
 Site-webcam                        | Train Loss: 1.1858 | Train Acc: 0.8438
 Site-webcam                        | Train Loss: 1.1240 | Train Acc: 0.9107
 Site-webcam                        | Train Loss: 1.1287 | Train Acc: 0.9278
 Site-Art                           | Train Loss: 1.6492 | Train Acc: 0.8333
 Site-Art                           | Train Loss: 1.5258 | Train Acc: 0.8452
 Site-Clipart                       | Train Loss: 1.5135 | Train Acc: 0.6588
 Site-dslr                          | Train Loss: 1.0511 | Train Acc: 0.9310
Average Train Accuracy: 0.8947
 Site-RealWorld                     | Val  Loss: 0.9354 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9467 | Val  Acc: 0.9167
 Site-RealWorld                     | Val  Loss: 0.9254 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 1.2009 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 1.2521 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 1.0060 | Val  Acc: 0.9412
 Site-RealWorld                     | Val  Loss: 1.0921 | Val  Acc: 0.9091
 Site-RealWorld                     | Val  Loss: 1.1288 | Val  Acc: 0.8596
 Site-RealWorld                     | Val  Loss: 1.2825 | Val  Acc: 0.9459
 Site-RealWorld                     | Val  Loss: 1.1453 | Val  Acc: 0.8958
 Site-Product                       | Val  Loss: 1.0171 | Val  Acc: 0.9091
 Site-Product                       | Val  Loss: 0.9733 | Val  Acc: 0.8750
 Site-Product                       | Val  Loss: 0.8714 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.9804 | Val  Acc: 0.9677
 Site-Product                       | Val  Loss: 1.2171 | Val  Acc: 0.8605
 Site-Product                       | Val  Loss: 1.0147 | Val  Acc: 0.9153
 Site-Product                       | Val  Loss: 0.9628 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 1.1068 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 1.1875 | Val  Acc: 0.9000
 Site-amazon                        | Val  Loss: 1.2335 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 1.0389 | Val  Acc: 0.9348
 Site-amazon                        | Val  Loss: 1.2804 | Val  Acc: 0.8696
 Site-webcam                        | Val  Loss: 1.1883 | Val  Acc: 0.9048
 Site-webcam                        | Val  Loss: 1.1353 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.1548 | Val  Acc: 0.9219
 Site-Art                           | Val  Loss: 1.4219 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 1.4536 | Val  Acc: 0.8393
 Site-Clipart                       | Val  Loss: 1.5748 | Val  Acc: 0.7193
 Site-dslr                          | Val  Loss: 0.9617 | Val  Acc: 0.9474
Average Valid Accuracy: 0.9047
============ Train epoch 45 ============
 Site-RealWorld                     | Train Loss: 1.0935 | Train Acc: 0.9286
 Site-RealWorld                     | Train Loss: 1.2084 | Train Acc: 0.8333
 Site-RealWorld                     | Train Loss: 1.1748 | Train Acc: 0.9167
 Site-RealWorld                     | Train Loss: 1.1203 | Train Acc: 0.9355
 Site-RealWorld                     | Train Loss: 1.0491 | Train Acc: 0.8500
 Site-RealWorld                     | Train Loss: 1.1092 | Train Acc: 0.9608
 Site-RealWorld                     | Train Loss: 1.3508 | Train Acc: 0.9104
 Site-RealWorld                     | Train Loss: 1.0411 | Train Acc: 0.8953
 Site-RealWorld                     | Train Loss: 1.0917 | Train Acc: 0.9369
 Site-RealWorld                     | Train Loss: 1.0015 | Train Acc: 0.9653
 Site-Product                       | Train Loss: 0.8304 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 1.2141 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 1.3043 | Train Acc: 0.7879
 Site-Product                       | Train Loss: 1.1740 | Train Acc: 0.8261
 Site-Product                       | Train Loss: 0.9988 | Train Acc: 0.9219
 Site-Product                       | Train Loss: 1.0862 | Train Acc: 0.8989
 Site-Product                       | Train Loss: 1.1036 | Train Acc: 0.8952
 Site-amazon                        | Train Loss: 1.0658 | Train Acc: 0.9000
 Site-amazon                        | Train Loss: 0.9073 | Train Acc: 0.9355
 Site-amazon                        | Train Loss: 1.1000 | Train Acc: 0.8478
 Site-amazon                        | Train Loss: 1.4134 | Train Acc: 0.9275
 Site-amazon                        | Train Loss: 1.3217 | Train Acc: 0.8269
 Site-webcam                        | Train Loss: 1.2445 | Train Acc: 0.8125
 Site-webcam                        | Train Loss: 1.0515 | Train Acc: 0.9286
 Site-webcam                        | Train Loss: 1.0860 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 1.6782 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 1.4339 | Train Acc: 0.8214
 Site-Clipart                       | Train Loss: 1.4953 | Train Acc: 0.6588
 Site-dslr                          | Train Loss: 1.0035 | Train Acc: 0.9655
Average Train Accuracy: 0.8838
 Site-RealWorld                     | Val  Loss: 0.7908 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9429 | Val  Acc: 0.9167
 Site-RealWorld                     | Val  Loss: 0.8618 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 1.1910 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.1552 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.9433 | Val  Acc: 0.9706
 Site-RealWorld                     | Val  Loss: 1.0837 | Val  Acc: 0.8864
 Site-RealWorld                     | Val  Loss: 1.1270 | Val  Acc: 0.8947
 Site-RealWorld                     | Val  Loss: 1.2281 | Val  Acc: 0.9324
 Site-RealWorld                     | Val  Loss: 1.1177 | Val  Acc: 0.8750
 Site-Product                       | Val  Loss: 0.8557 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 1.0836 | Val  Acc: 0.8125
 Site-Product                       | Val  Loss: 0.9585 | Val  Acc: 0.9091
 Site-Product                       | Val  Loss: 0.9405 | Val  Acc: 0.9032
 Site-Product                       | Val  Loss: 1.2002 | Val  Acc: 0.8837
 Site-Product                       | Val  Loss: 1.0215 | Val  Acc: 0.9153
 Site-Product                       | Val  Loss: 0.9385 | Val  Acc: 0.8902
 Site-amazon                        | Val  Loss: 1.1506 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 1.2794 | Val  Acc: 0.7500
 Site-amazon                        | Val  Loss: 1.1420 | Val  Acc: 0.8710
 Site-amazon                        | Val  Loss: 1.0396 | Val  Acc: 0.9348
 Site-amazon                        | Val  Loss: 1.1254 | Val  Acc: 0.8841
 Site-webcam                        | Val  Loss: 1.0783 | Val  Acc: 0.9524
 Site-webcam                        | Val  Loss: 1.0702 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 1.0222 | Val  Acc: 0.9531
 Site-Art                           | Val  Loss: 1.4063 | Val  Acc: 0.7857
 Site-Art                           | Val  Loss: 1.4630 | Val  Acc: 0.8036
 Site-Clipart                       | Val  Loss: 1.5763 | Val  Acc: 0.6667
 Site-dslr                          | Val  Loss: 0.9834 | Val  Acc: 0.9737
Average Valid Accuracy: 0.8976
============ Train epoch 46 ============
 Site-RealWorld                     | Train Loss: 1.0220 | Train Acc: 0.9286
 Site-RealWorld                     | Train Loss: 1.2205 | Train Acc: 0.8333
 Site-RealWorld                     | Train Loss: 1.0722 | Train Acc: 0.9167
 Site-RealWorld                     | Train Loss: 1.0484 | Train Acc: 0.9677
 Site-RealWorld                     | Train Loss: 1.0357 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 1.0741 | Train Acc: 0.9216
 Site-RealWorld                     | Train Loss: 0.9233 | Train Acc: 0.9104
 Site-RealWorld                     | Train Loss: 0.9659 | Train Acc: 0.8837
 Site-RealWorld                     | Train Loss: 1.0853 | Train Acc: 0.9369
 Site-RealWorld                     | Train Loss: 0.8897 | Train Acc: 0.9861
 Site-Product                       | Train Loss: 0.8947 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 1.2145 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 1.2884 | Train Acc: 0.8485
 Site-Product                       | Train Loss: 1.2290 | Train Acc: 0.8261
 Site-Product                       | Train Loss: 0.9928 | Train Acc: 0.9375
 Site-Product                       | Train Loss: 1.0165 | Train Acc: 0.8989
 Site-Product                       | Train Loss: 1.0661 | Train Acc: 0.8871
 Site-amazon                        | Train Loss: 1.0307 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.8416 | Train Acc: 0.9677
 Site-amazon                        | Train Loss: 1.1893 | Train Acc: 0.8261
 Site-amazon                        | Train Loss: 1.1823 | Train Acc: 0.8986
 Site-amazon                        | Train Loss: 1.3117 | Train Acc: 0.8077
 Site-webcam                        | Train Loss: 1.1901 | Train Acc: 0.8125
 Site-webcam                        | Train Loss: 0.9932 | Train Acc: 0.9286
 Site-webcam                        | Train Loss: 1.0268 | Train Acc: 0.9485
 Site-Art                           | Train Loss: 1.6182 | Train Acc: 0.8333
 Site-Art                           | Train Loss: 1.5144 | Train Acc: 0.8690
 Site-Clipart                       | Train Loss: 1.6223 | Train Acc: 0.7176
 Site-dslr                          | Train Loss: 0.9643 | Train Acc: 0.9483
Average Train Accuracy: 0.8934
 Site-RealWorld                     | Val  Loss: 0.8330 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9078 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.8887 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 1.0729 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.1933 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.9793 | Val  Acc: 0.9706
 Site-RealWorld                     | Val  Loss: 1.0208 | Val  Acc: 0.9318
 Site-RealWorld                     | Val  Loss: 1.0805 | Val  Acc: 0.8596
 Site-RealWorld                     | Val  Loss: 1.1958 | Val  Acc: 0.9189
 Site-RealWorld                     | Val  Loss: 1.0547 | Val  Acc: 0.9271
 Site-Product                       | Val  Loss: 0.8538 | Val  Acc: 0.9091
 Site-Product                       | Val  Loss: 0.9747 | Val  Acc: 0.8750
 Site-Product                       | Val  Loss: 0.8458 | Val  Acc: 0.9545
 Site-Product                       | Val  Loss: 0.8856 | Val  Acc: 0.9032
 Site-Product                       | Val  Loss: 1.0666 | Val  Acc: 0.9302
 Site-Product                       | Val  Loss: 0.9151 | Val  Acc: 0.9322
 Site-Product                       | Val  Loss: 0.9660 | Val  Acc: 0.8780
 Site-amazon                        | Val  Loss: 1.1526 | Val  Acc: 0.7692
 Site-amazon                        | Val  Loss: 1.2187 | Val  Acc: 0.8500
 Site-amazon                        | Val  Loss: 1.1356 | Val  Acc: 0.8710
 Site-amazon                        | Val  Loss: 1.0070 | Val  Acc: 0.9348
 Site-amazon                        | Val  Loss: 1.0765 | Val  Acc: 0.8841
 Site-webcam                        | Val  Loss: 1.1596 | Val  Acc: 0.8571
 Site-webcam                        | Val  Loss: 1.1014 | Val  Acc: 0.8919
 Site-webcam                        | Val  Loss: 0.9273 | Val  Acc: 0.9844
 Site-Art                           | Val  Loss: 1.4126 | Val  Acc: 0.7500
 Site-Art                           | Val  Loss: 1.3584 | Val  Acc: 0.8393
 Site-Clipart                       | Val  Loss: 1.5500 | Val  Acc: 0.7368
 Site-dslr                          | Val  Loss: 0.9772 | Val  Acc: 0.9211
Average Valid Accuracy: 0.9001
============ Train epoch 47 ============
 Site-RealWorld                     | Train Loss: 0.9553 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 1.2245 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 1.1267 | Train Acc: 0.9167
 Site-RealWorld                     | Train Loss: 1.0524 | Train Acc: 0.9677
 Site-RealWorld                     | Train Loss: 1.0561 | Train Acc: 0.8750
 Site-RealWorld                     | Train Loss: 1.0434 | Train Acc: 0.9608
 Site-RealWorld                     | Train Loss: 1.2293 | Train Acc: 0.9104
 Site-RealWorld                     | Train Loss: 0.9836 | Train Acc: 0.8837
 Site-RealWorld                     | Train Loss: 1.0359 | Train Acc: 0.9369
 Site-RealWorld                     | Train Loss: 0.9528 | Train Acc: 0.9653
 Site-Product                       | Train Loss: 0.8212 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 1.2110 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 1.2791 | Train Acc: 0.7879
 Site-Product                       | Train Loss: 1.0776 | Train Acc: 0.8478
 Site-Product                       | Train Loss: 0.9626 | Train Acc: 0.9375
 Site-Product                       | Train Loss: 0.9836 | Train Acc: 0.9101
 Site-Product                       | Train Loss: 1.0799 | Train Acc: 0.8710
 Site-amazon                        | Train Loss: 1.0025 | Train Acc: 0.8500
 Site-amazon                        | Train Loss: 0.8490 | Train Acc: 0.9355
 Site-amazon                        | Train Loss: 1.1332 | Train Acc: 0.8261
 Site-amazon                        | Train Loss: 1.0140 | Train Acc: 0.9275
 Site-amazon                        | Train Loss: 1.2214 | Train Acc: 0.8077
 Site-webcam                        | Train Loss: 1.0738 | Train Acc: 0.8438
 Site-webcam                        | Train Loss: 0.9888 | Train Acc: 0.9286
 Site-webcam                        | Train Loss: 1.0120 | Train Acc: 0.9485
 Site-Art                           | Train Loss: 1.5221 | Train Acc: 0.8571
 Site-Art                           | Train Loss: 1.3847 | Train Acc: 0.8214
 Site-Clipart                       | Train Loss: 1.5399 | Train Acc: 0.6706
 Site-dslr                          | Train Loss: 0.9668 | Train Acc: 0.9483
Average Train Accuracy: 0.8911
 Site-RealWorld                     | Val  Loss: 0.8111 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.8273 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9156 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 1.0777 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.2275 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.9462 | Val  Acc: 0.9118
 Site-RealWorld                     | Val  Loss: 1.0056 | Val  Acc: 0.9091
 Site-RealWorld                     | Val  Loss: 1.0426 | Val  Acc: 0.8596
 Site-RealWorld                     | Val  Loss: 1.1710 | Val  Acc: 0.9189
 Site-RealWorld                     | Val  Loss: 1.0879 | Val  Acc: 0.8542
 Site-Product                       | Val  Loss: 0.8267 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.9332 | Val  Acc: 0.9375
 Site-Product                       | Val  Loss: 0.7947 | Val  Acc: 0.9545
 Site-Product                       | Val  Loss: 0.9739 | Val  Acc: 0.9355
 Site-Product                       | Val  Loss: 1.1154 | Val  Acc: 0.8605
 Site-Product                       | Val  Loss: 0.9510 | Val  Acc: 0.9322
 Site-Product                       | Val  Loss: 0.9187 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 1.2283 | Val  Acc: 0.6923
 Site-amazon                        | Val  Loss: 1.2187 | Val  Acc: 0.9000
 Site-amazon                        | Val  Loss: 1.1471 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 0.9653 | Val  Acc: 0.9565
 Site-amazon                        | Val  Loss: 1.0781 | Val  Acc: 0.8841
 Site-webcam                        | Val  Loss: 1.1144 | Val  Acc: 0.9048
 Site-webcam                        | Val  Loss: 1.0699 | Val  Acc: 0.8919
 Site-webcam                        | Val  Loss: 0.9907 | Val  Acc: 0.9062
 Site-Art                           | Val  Loss: 1.3800 | Val  Acc: 0.8214
 Site-Art                           | Val  Loss: 1.2947 | Val  Acc: 0.8571
 Site-Clipart                       | Val  Loss: 1.4878 | Val  Acc: 0.7193
 Site-dslr                          | Val  Loss: 0.9096 | Val  Acc: 0.9737
Average Valid Accuracy: 0.9016
============ Train epoch 48 ============
