===2023-08-05 09:38:02===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
============ Train epoch 0 ============
 Site-Art                           | Train Loss: 3.6917 | Train Acc: 0.6190
 Site-RealWorld                     | Train Loss: 0.6150 | Train Acc: 0.8676
 Site-RealWorld                     | Train Loss: 0.6719 | Train Acc: 0.8911
 Site-RealWorld                     | Train Loss: 0.4101 | Train Acc: 0.9474
 Site-Clipart                       | Train Loss: 1.1401 | Train Acc: 0.7541
 Site-Clipart                       | Train Loss: 1.3465 | Train Acc: 0.6721
 Site-Product                       | Train Loss: 0.8624 | Train Acc: 0.8588
Average Train Accuracy: 0.8502
 Site-Art                           | Val  Loss: 1.0893 | Val  Acc: 0.7143
 Site-Art                           | Val  Loss: 1.0280 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 0.8183 | Val  Acc: 0.8261
 Site-Art                           | Val  Loss: 0.5568 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.7886 | Val  Acc: 0.8974
 Site-Art                           | Val  Loss: 0.6187 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 0.9035 | Val  Acc: 0.8615
 Site-Art                           | Val  Loss: 0.6387 | Val  Acc: 0.8929
 Site-Art                           | Val  Loss: 0.6605 | Val  Acc: 0.8611
 Site-Art                           | Val  Loss: 0.8577 | Val  Acc: 0.8286
 Site-RealWorld                     | Val  Loss: 0.1672 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4106 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.6541 | Val  Acc: 0.8889
 Site-RealWorld                     | Val  Loss: 0.5725 | Val  Acc: 0.8806
 Site-RealWorld                     | Val  Loss: 0.5271 | Val  Acc: 0.8515
 Site-Clipart                       | Val  Loss: 1.4713 | Val  Acc: 0.6250
 Site-Clipart                       | Val  Loss: 1.4724 | Val  Acc: 0.6914
 Site-Product                       | Val  Loss: 0.7203 | Val  Acc: 0.8750
Average Valid Accuracy: 0.8486
============ Train epoch 24 ============
 Site-Art                           | Train Loss: 1.0845 | Train Acc: 0.7619
 Site-Art                           | Train Loss: 0.8532 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9981 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 1.1156 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 1.0119 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.5960 | Train Acc: 0.9067
 Site-Art                           | Train Loss: 0.6132 | Train Acc: 0.8351
 Site-Art                           | Train Loss: 0.6214 | Train Acc: 0.8730
 Site-Art                           | Train Loss: 0.6785 | Train Acc: 0.9080
 Site-Art                           | Train Loss: 0.3068 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.5266 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5878 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.7714 | Train Acc: 0.8529
 Site-RealWorld                     | Train Loss: 0.6934 | Train Acc: 0.8416
 Site-RealWorld                     | Train Loss: 0.4550 | Train Acc: 0.9408
 Site-Clipart                       | Train Loss: 1.1231 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 1.2995 | Train Acc: 0.7049
 Site-Product                       | Train Loss: 0.6704 | Train Acc: 0.8706
Average Train Accuracy: 0.8456
 Site-Art                           | Val  Loss: 0.8481 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 1.0337 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.6381 | Val  Acc: 0.8696
 Site-Art                           | Val  Loss: 0.4638 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.8469 | Val  Acc: 0.8205
 Site-Art                           | Val  Loss: 0.5812 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.7448 | Val  Acc: 0.8615
 Site-Art                           | Val  Loss: 0.5883 | Val  Acc: 0.8929
 Site-Art                           | Val  Loss: 0.6906 | Val  Acc: 0.8611
 Site-Art                           | Val  Loss: 0.7296 | Val  Acc: 0.8286
 Site-RealWorld                     | Val  Loss: 0.1839 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3968 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.6321 | Val  Acc: 0.8667
 Site-RealWorld                     | Val  Loss: 0.3959 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.5621 | Val  Acc: 0.9010
 Site-Clipart                       | Val  Loss: 1.3380 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.4419 | Val  Acc: 0.7037
 Site-Product                       | Val  Loss: 0.7297 | Val  Acc: 0.8393
Average Valid Accuracy: 0.8648
 Best site-Art                       | Epoch:24 | Val Acc: 0.8571
 Best site-Art                       | Epoch:24 | Val Acc: 0.8889
 Best site-Art                       | Epoch:24 | Val Acc: 0.8696
 Best site-Art                       | Epoch:24 | Val Acc: 0.9333
 Best site-Art                       | Epoch:24 | Val Acc: 0.8205
 Best site-Art                       | Epoch:24 | Val Acc: 0.9000
 Best site-Art                       | Epoch:24 | Val Acc: 0.8615
 Best site-Art                       | Epoch:24 | Val Acc: 0.8929
 Best site-Art                       | Epoch:24 | Val Acc: 0.8611
 Best site-Art                       | Epoch:24 | Val Acc: 0.8286
 Best site-RealWorld                 | Epoch:24 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:24 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:24 | Val Acc: 0.8667
 Best site-RealWorld                 | Epoch:24 | Val Acc: 0.8507
 Best site-RealWorld                 | Epoch:24 | Val Acc: 0.9010
 Best site-Clipart                   | Epoch:24 | Val Acc: 0.7250
 Best site-Clipart                   | Epoch:24 | Val Acc: 0.7037
 Best site-Product                   | Epoch:24 | Val Acc: 0.8393
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 25 ============
 Site-Art                           | Train Loss: 1.0289 | Train Acc: 0.7619
 Site-Art                           | Train Loss: 0.8409 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 1.1454 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 0.9435 | Train Acc: 0.8444
 Site-Art                           | Train Loss: 0.8809 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.5513 | Train Acc: 0.9200
 Site-Art                           | Train Loss: 0.6265 | Train Acc: 0.8969
 Site-Art                           | Train Loss: 0.5795 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.6574 | Train Acc: 0.8957
 Site-Art                           | Train Loss: 0.3176 | Train Acc: 0.9619
 Site-RealWorld                     | Train Loss: 0.4950 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5565 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.3597 | Train Acc: 0.8529
 Site-RealWorld                     | Train Loss: 0.6803 | Train Acc: 0.8812
 Site-RealWorld                     | Train Loss: 0.4390 | Train Acc: 0.9211
 Site-Clipart                       | Train Loss: 1.0494 | Train Acc: 0.7541
 Site-Clipart                       | Train Loss: 1.3293 | Train Acc: 0.7213
 Site-Product                       | Train Loss: 0.7941 | Train Acc: 0.9059
Average Train Accuracy: 0.8552
 Site-Art                           | Val  Loss: 0.4842 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.9921 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.6409 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.4745 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.7069 | Val  Acc: 0.8974
 Site-Art                           | Val  Loss: 0.5846 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 0.4983 | Val  Acc: 0.9077
 Site-Art                           | Val  Loss: 0.7495 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 0.6732 | Val  Acc: 0.8611
 Site-Art                           | Val  Loss: 0.7929 | Val  Acc: 0.8643
 Site-RealWorld                     | Val  Loss: 0.2369 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.3682 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 0.6918 | Val  Acc: 0.8667
 Site-RealWorld                     | Val  Loss: 0.4014 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.4361 | Val  Acc: 0.9208
 Site-Clipart                       | Val  Loss: 1.2603 | Val  Acc: 0.7000
 Site-Clipart                       | Val  Loss: 1.3094 | Val  Acc: 0.7284
 Site-Product                       | Val  Loss: 0.6859 | Val  Acc: 0.8750
Average Valid Accuracy: 0.8756
 Best site-Art                       | Epoch:25 | Val Acc: 1.0000
 Best site-Art                       | Epoch:25 | Val Acc: 0.8889
 Best site-Art                       | Epoch:25 | Val Acc: 0.9130
 Best site-Art                       | Epoch:25 | Val Acc: 0.9000
 Best site-Art                       | Epoch:25 | Val Acc: 0.8974
 Best site-Art                       | Epoch:25 | Val Acc: 0.8800
 Best site-Art                       | Epoch:25 | Val Acc: 0.9077
 Best site-Art                       | Epoch:25 | Val Acc: 0.8571
 Best site-Art                       | Epoch:25 | Val Acc: 0.8611
 Best site-Art                       | Epoch:25 | Val Acc: 0.8643
 Best site-RealWorld                 | Epoch:25 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:25 | Val Acc: 0.9000
 Best site-RealWorld                 | Epoch:25 | Val Acc: 0.8667
 Best site-RealWorld                 | Epoch:25 | Val Acc: 0.8507
 Best site-RealWorld                 | Epoch:25 | Val Acc: 0.9208
 Best site-Clipart                   | Epoch:25 | Val Acc: 0.7000
 Best site-Clipart                   | Epoch:25 | Val Acc: 0.7284
 Best site-Product                   | Epoch:25 | Val Acc: 0.8750
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 26 ============
 Site-Art                           | Train Loss: 0.8868 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.8246 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.9523 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.9790 | Train Acc: 0.8444
 Site-Art                           | Train Loss: 0.9348 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.7899 | Train Acc: 0.8933
 Site-Art                           | Train Loss: 0.5158 | Train Acc: 0.8969
 Site-Art                           | Train Loss: 0.5585 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.6669 | Train Acc: 0.9080
 Site-Art                           | Train Loss: 0.3197 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.4733 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5335 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4140 | Train Acc: 0.8235
 Site-RealWorld                     | Train Loss: 0.6048 | Train Acc: 0.8614
 Site-RealWorld                     | Train Loss: 0.3971 | Train Acc: 0.9539
 Site-Clipart                       | Train Loss: 1.0456 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 1.2872 | Train Acc: 0.7295
 Site-Product                       | Train Loss: 0.6224 | Train Acc: 0.9176
Average Train Accuracy: 0.8605
 Site-Art                           | Val  Loss: 0.6844 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 1.0412 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 1.0509 | Val  Acc: 0.7826
 Site-Art                           | Val  Loss: 0.4938 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.6976 | Val  Acc: 0.8974
 Site-Art                           | Val  Loss: 0.5510 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 1.1561 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.6728 | Val  Acc: 0.8690
 Site-Art                           | Val  Loss: 0.6456 | Val  Acc: 0.8611
 Site-Art                           | Val  Loss: 0.7827 | Val  Acc: 0.8429
 Site-RealWorld                     | Val  Loss: 0.1403 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3375 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.6624 | Val  Acc: 0.8667
 Site-RealWorld                     | Val  Loss: 0.3604 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.5882 | Val  Acc: 0.8614
 Site-Clipart                       | Val  Loss: 1.2589 | Val  Acc: 0.7750
 Site-Clipart                       | Val  Loss: 1.4611 | Val  Acc: 0.6914
 Site-Product                       | Val  Loss: 0.6554 | Val  Acc: 0.8571
Average Valid Accuracy: 0.8680
============ Train epoch 27 ============
 Site-Art                           | Train Loss: 0.8553 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.9015 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 1.0093 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 0.8732 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.8776 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.7534 | Train Acc: 0.8533
 Site-Art                           | Train Loss: 0.6650 | Train Acc: 0.8557
 Site-Art                           | Train Loss: 0.5651 | Train Acc: 0.9127
 Site-Art                           | Train Loss: 0.5489 | Train Acc: 0.9141
 Site-Art                           | Train Loss: 0.2485 | Train Acc: 0.9810
 Site-RealWorld                     | Train Loss: 0.4689 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.3977 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4053 | Train Acc: 0.8529
 Site-RealWorld                     | Train Loss: 0.5930 | Train Acc: 0.8713
 Site-RealWorld                     | Train Loss: 0.3247 | Train Acc: 0.9539
 Site-Clipart                       | Train Loss: 1.3081 | Train Acc: 0.6885
 Site-Clipart                       | Train Loss: 1.2578 | Train Acc: 0.7131
 Site-Product                       | Train Loss: 0.7110 | Train Acc: 0.8824
Average Train Accuracy: 0.8563
 Site-Art                           | Val  Loss: 0.7250 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.9406 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.6906 | Val  Acc: 0.8696
 Site-Art                           | Val  Loss: 0.4944 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.6753 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.5670 | Val  Acc: 0.9200
 Site-Art                           | Val  Loss: 0.3716 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.5974 | Val  Acc: 0.8690
 Site-Art                           | Val  Loss: 0.6806 | Val  Acc: 0.8981
 Site-Art                           | Val  Loss: 0.8473 | Val  Acc: 0.8214
 Site-RealWorld                     | Val  Loss: 0.1641 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3001 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4982 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.3569 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.5117 | Val  Acc: 0.8614
 Site-Clipart                       | Val  Loss: 1.3710 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.2008 | Val  Acc: 0.7284
 Site-Product                       | Val  Loss: 0.6151 | Val  Acc: 0.8571
Average Valid Accuracy: 0.8894
 Best site-Art                       | Epoch:27 | Val Acc: 0.9286
 Best site-Art                       | Epoch:27 | Val Acc: 0.8889
 Best site-Art                       | Epoch:27 | Val Acc: 0.8696
 Best site-Art                       | Epoch:27 | Val Acc: 0.9667
 Best site-Art                       | Epoch:27 | Val Acc: 0.9231
 Best site-Art                       | Epoch:27 | Val Acc: 0.9200
 Best site-Art                       | Epoch:27 | Val Acc: 0.9385
 Best site-Art                       | Epoch:27 | Val Acc: 0.8690
 Best site-Art                       | Epoch:27 | Val Acc: 0.8981
 Best site-Art                       | Epoch:27 | Val Acc: 0.8214
 Best site-RealWorld                 | Epoch:27 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:27 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:27 | Val Acc: 0.9556
 Best site-RealWorld                 | Epoch:27 | Val Acc: 0.8657
 Best site-RealWorld                 | Epoch:27 | Val Acc: 0.8614
 Best site-Clipart                   | Epoch:27 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:27 | Val Acc: 0.7284
 Best site-Product                   | Epoch:27 | Val Acc: 0.8571
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 28 ============
 Site-Art                           | Train Loss: 0.7288 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.8495 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.8847 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.9189 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.9296 | Train Acc: 0.8103
 Site-Art                           | Train Loss: 0.7062 | Train Acc: 0.8933
 Site-Art                           | Train Loss: 0.4844 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 0.5106 | Train Acc: 0.9127
 Site-Art                           | Train Loss: 0.5300 | Train Acc: 0.9264
 Site-Art                           | Train Loss: 0.2680 | Train Acc: 0.9810
 Site-RealWorld                     | Train Loss: 0.5300 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5034 | Train Acc: 0.9556
 Site-RealWorld                     | Train Loss: 0.4761 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.6054 | Train Acc: 0.8713
 Site-RealWorld                     | Train Loss: 0.2743 | Train Acc: 0.9539
 Site-Clipart                       | Train Loss: 1.0731 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 1.2558 | Train Acc: 0.7131
 Site-Product                       | Train Loss: 0.7760 | Train Acc: 0.8824
Average Train Accuracy: 0.8721
 Site-Art                           | Val  Loss: 0.6683 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.9414 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.3888 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.4306 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.6731 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.5743 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.9799 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.5425 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.6313 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.7041 | Val  Acc: 0.8214
 Site-RealWorld                     | Val  Loss: 0.1397 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3301 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.5551 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.3354 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.4822 | Val  Acc: 0.8812
 Site-Clipart                       | Val  Loss: 1.3914 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.4071 | Val  Acc: 0.6914
 Site-Product                       | Val  Loss: 0.6854 | Val  Acc: 0.8750
Average Valid Accuracy: 0.8948
 Best site-Art                       | Epoch:28 | Val Acc: 0.9286
 Best site-Art                       | Epoch:28 | Val Acc: 0.8889
 Best site-Art                       | Epoch:28 | Val Acc: 0.9565
 Best site-Art                       | Epoch:28 | Val Acc: 0.9667
 Best site-Art                       | Epoch:28 | Val Acc: 0.9231
 Best site-Art                       | Epoch:28 | Val Acc: 0.9000
 Best site-Art                       | Epoch:28 | Val Acc: 0.9385
 Best site-Art                       | Epoch:28 | Val Acc: 0.9405
 Best site-Art                       | Epoch:28 | Val Acc: 0.8796
 Best site-Art                       | Epoch:28 | Val Acc: 0.8214
 Best site-RealWorld                 | Epoch:28 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:28 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:28 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:28 | Val Acc: 0.8657
 Best site-RealWorld                 | Epoch:28 | Val Acc: 0.8812
 Best site-Clipart                   | Epoch:28 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:28 | Val Acc: 0.6914
 Best site-Product                   | Epoch:28 | Val Acc: 0.8750
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 29 ============
 Site-Art                           | Train Loss: 0.8450 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.9384 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9700 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 0.8780 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.9531 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.6796 | Train Acc: 0.8133
 Site-Art                           | Train Loss: 0.5583 | Train Acc: 0.8866
 Site-Art                           | Train Loss: 0.5130 | Train Acc: 0.9206
 Site-Art                           | Train Loss: 0.5317 | Train Acc: 0.9141
 Site-Art                           | Train Loss: 0.2534 | Train Acc: 0.9714
 Site-RealWorld                     | Train Loss: 0.5092 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4636 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.5833 | Train Acc: 0.8676
 Site-RealWorld                     | Train Loss: 0.5832 | Train Acc: 0.8812
 Site-RealWorld                     | Train Loss: 0.3640 | Train Acc: 0.9605
 Site-Clipart                       | Train Loss: 1.1182 | Train Acc: 0.7377
 Site-Clipart                       | Train Loss: 1.2322 | Train Acc: 0.7459
 Site-Product                       | Train Loss: 0.6631 | Train Acc: 0.8824
Average Train Accuracy: 0.8575
 Site-Art                           | Val  Loss: 0.4890 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.9558 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.5794 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.4134 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.5339 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.4764 | Val  Acc: 0.9600
 Site-Art                           | Val  Loss: 0.6768 | Val  Acc: 0.8923
 Site-Art                           | Val  Loss: 0.6354 | Val  Acc: 0.9048
 Site-Art                           | Val  Loss: 0.6277 | Val  Acc: 0.8981
 Site-Art                           | Val  Loss: 0.7306 | Val  Acc: 0.8429
 Site-RealWorld                     | Val  Loss: 0.1055 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2726 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.6119 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.5156 | Val  Acc: 0.8806
 Site-RealWorld                     | Val  Loss: 0.4333 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.1791 | Val  Acc: 0.8000
 Site-Clipart                       | Val  Loss: 1.2578 | Val  Acc: 0.7654
 Site-Product                       | Val  Loss: 0.6165 | Val  Acc: 0.8750
Average Valid Accuracy: 0.9049
 Best site-Art                       | Epoch:29 | Val Acc: 1.0000
 Best site-Art                       | Epoch:29 | Val Acc: 0.8889
 Best site-Art                       | Epoch:29 | Val Acc: 0.9130
 Best site-Art                       | Epoch:29 | Val Acc: 0.9333
 Best site-Art                       | Epoch:29 | Val Acc: 0.9231
 Best site-Art                       | Epoch:29 | Val Acc: 0.9600
 Best site-Art                       | Epoch:29 | Val Acc: 0.8923
 Best site-Art                       | Epoch:29 | Val Acc: 0.9048
 Best site-Art                       | Epoch:29 | Val Acc: 0.8981
 Best site-Art                       | Epoch:29 | Val Acc: 0.8429
 Best site-RealWorld                 | Epoch:29 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:29 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:29 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:29 | Val Acc: 0.8806
 Best site-RealWorld                 | Epoch:29 | Val Acc: 0.9109
 Best site-Clipart                   | Epoch:29 | Val Acc: 0.8000
 Best site-Clipart                   | Epoch:29 | Val Acc: 0.7654
 Best site-Product                   | Epoch:29 | Val Acc: 0.8750
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 30 ============
 Site-Art                           | Train Loss: 0.7923 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.9278 | Train Acc: 0.7407
 Site-Art                           | Train Loss: 0.8386 | Train Acc: 0.8286
 Site-Art                           | Train Loss: 0.9341 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.8942 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.8633 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.4573 | Train Acc: 0.9072
 Site-Art                           | Train Loss: 0.4824 | Train Acc: 0.9365
 Site-Art                           | Train Loss: 0.5609 | Train Acc: 0.9202
 Site-Art                           | Train Loss: 0.2804 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.5926 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.5324 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5527 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.5420 | Train Acc: 0.8812
 Site-RealWorld                     | Train Loss: 0.3206 | Train Acc: 0.9474
 Site-Clipart                       | Train Loss: 1.1357 | Train Acc: 0.6885
 Site-Clipart                       | Train Loss: 1.1839 | Train Acc: 0.7295
 Site-Product                       | Train Loss: 0.5377 | Train Acc: 0.8941
Average Train Accuracy: 0.8556
 Site-Art                           | Val  Loss: 0.6753 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.8316 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.6725 | Val  Acc: 0.8696
 Site-Art                           | Val  Loss: 0.4818 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.5785 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.4954 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.7478 | Val  Acc: 0.9077
 Site-Art                           | Val  Loss: 0.5329 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.5384 | Val  Acc: 0.8981
 Site-Art                           | Val  Loss: 0.5906 | Val  Acc: 0.8714
 Site-RealWorld                     | Val  Loss: 0.1536 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2759 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.5198 | Val  Acc: 0.8889
 Site-RealWorld                     | Val  Loss: 0.3336 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.5096 | Val  Acc: 0.8812
 Site-Clipart                       | Val  Loss: 1.2268 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.2217 | Val  Acc: 0.7160
 Site-Product                       | Val  Loss: 0.5592 | Val  Acc: 0.9107
Average Valid Accuracy: 0.8920
============ Train epoch 31 ============
 Site-Art                           | Train Loss: 0.7542 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.9717 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.9553 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.8207 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.8878 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.8649 | Train Acc: 0.8400
 Site-Art                           | Train Loss: 0.5193 | Train Acc: 0.8763
 Site-Art                           | Train Loss: 0.4882 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.4719 | Train Acc: 0.9264
 Site-Art                           | Train Loss: 0.2095 | Train Acc: 0.9810
