===2023-06-29 18:52:12===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
cnt=[10, 6, 3, 2, 1, ]
cnt=[6, 10, 3, 1, 2, ]
 Site-USPS                          | Train Loss: 1.4603 | Train Acc: 0.8333
 Site-SynthDigits                   | Train Loss: 1.2470 | Train Acc: 0.6049
 Site-SVHN                          | Train Loss: 1.9245 | Train Acc: 0.2873
 Site-SVHN                          | Train Loss: 1.7546 | Train Acc: 0.3609
 Site-MNIST_M                       | Train Loss: 1.8169 | Train Acc: 0.3901
Average Train Accuracy: 0.7894
 Site-USPS                          | Val  Loss: 0.6117 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.4424 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.4376 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2547 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2332 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2303 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2560 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.2361 | Val  Acc: 0.9314
 Site-USPS                          | Val  Loss: 0.2500 | Val  Acc: 0.9290
 Site-USPS                          | Val  Loss: 0.2616 | Val  Acc: 0.9335
 Site-MNIST                         | Val  Loss: 0.5923 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.4507 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.4232 | Val  Acc: 0.8438
 Site-MNIST                         | Val  Loss: 0.5043 | Val  Acc: 0.8276
 Site-MNIST                         | Val  Loss: 0.4547 | Val  Acc: 0.8667
 Site-MNIST                         | Val  Loss: 0.4103 | Val  Acc: 0.8783
 Site-SynthDigits                   | Val  Loss: 1.3771 | Val  Acc: 0.6757
 Site-SynthDigits                   | Val  Loss: 1.2787 | Val  Acc: 0.7059
 Site-SynthDigits                   | Val  Loss: 1.3404 | Val  Acc: 0.6066
 Site-SVHN                          | Val  Loss: 1.7989 | Val  Acc: 0.4000
 Site-SVHN                          | Val  Loss: 1.7270 | Val  Acc: 0.3827
 Site-MNIST_M                       | Val  Loss: 1.9873 | Val  Acc: 0.3714
Average Valid Accuracy: 0.7985
 Best site-USPS                      | Epoch:11 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:11 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:11 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:11 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:11 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:11 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:11 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:11 | Val Acc: 0.9314
 Best site-USPS                      | Epoch:11 | Val Acc: 0.9290
 Best site-USPS                      | Epoch:11 | Val Acc: 0.9335
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8276
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8667
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8783
 Best site-SynthDigits               | Epoch:11 | Val Acc: 0.6757
 Best site-SynthDigits               | Epoch:11 | Val Acc: 0.7059
 Best site-SynthDigits               | Epoch:11 | Val Acc: 0.6066
 Best site-SVHN                      | Epoch:11 | Val Acc: 0.4000
 Best site-SVHN                      | Epoch:11 | Val Acc: 0.3827
 Best site-MNIST_M                   | Epoch:11 | Val Acc: 0.3714
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 12 ============
cnt=[1, 5, 1, 6, 9, ]
cnt=[10, 6, 3, 2, 1, ]
 Site-USPS                          | Train Loss: 0.1796 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2059 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3407 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2645 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.2121 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.2326 | Train Acc: 0.9683
 Site-USPS                          | Train Loss: 0.3008 | Train Acc: 0.9427
 Site-USPS                          | Train Loss: 0.2510 | Train Acc: 0.9438
 Site-USPS                          | Train Loss: 0.2620 | Train Acc: 0.9389
 Site-USPS                          | Train Loss: 0.2339 | Train Acc: 0.9472
 Site-MNIST                         | Train Loss: 0.3867 | Train Acc: 0.9000
 Site-MNIST                         | Train Loss: 0.3562 | Train Acc: 0.8472
 Site-MNIST                         | Train Loss: 0.3594 | Train Acc: 0.8682
 Site-MNIST                         | Train Loss: 0.4045 | Train Acc: 0.8841
 Site-MNIST                         | Train Loss: 0.4674 | Train Acc: 0.8929
 Site-MNIST                         | Train Loss: 0.4414 | Train Acc: 0.8942
 Site-SynthDigits                   | Train Loss: 1.3348 | Train Acc: 0.5629
 Site-SynthDigits                   | Train Loss: 1.2841 | Train Acc: 0.5751
 Site-SynthDigits                   | Train Loss: 1.2110 | Train Acc: 0.6029
 Site-SVHN                          | Train Loss: 1.9083 | Train Acc: 0.2873
 Site-SVHN                          | Train Loss: 1.8887 | Train Acc: 0.3731
 Site-MNIST_M                       | Train Loss: 1.7846 | Train Acc: 0.3936
Average Train Accuracy: 0.7930
 Site-USPS                          | Val  Loss: 0.4791 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3592 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3774 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2201 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2167 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2163 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2415 | Val  Acc: 0.9107
 Site-USPS                          | Val  Loss: 0.2179 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2278 | Val  Acc: 0.9672
 Site-USPS                          | Val  Loss: 0.2437 | Val  Acc: 0.9456
 Site-MNIST                         | Val  Loss: 0.5630 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.4195 | Val  Acc: 0.8333
 Site-MNIST                         | Val  Loss: 0.3816 | Val  Acc: 0.8750
 Site-MNIST                         | Val  Loss: 0.4725 | Val  Acc: 0.8621
 Site-MNIST                         | Val  Loss: 0.4299 | Val  Acc: 0.8762
 Site-MNIST                         | Val  Loss: 0.3859 | Val  Acc: 0.8889
 Site-SynthDigits                   | Val  Loss: 1.3527 | Val  Acc: 0.6757
 Site-SynthDigits                   | Val  Loss: 1.2332 | Val  Acc: 0.7059
 Site-SynthDigits                   | Val  Loss: 1.2949 | Val  Acc: 0.6311
 Site-SVHN                          | Val  Loss: 1.7756 | Val  Acc: 0.4000
 Site-SVHN                          | Val  Loss: 1.7097 | Val  Acc: 0.3827
 Site-MNIST_M                       | Val  Loss: 1.9633 | Val  Acc: 0.4143
Average Valid Accuracy: 0.8116
 Best site-USPS                      | Epoch:12 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:12 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:12 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:12 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9107
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9672
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9456
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8333
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8750
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8621
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8762
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8889
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.6757
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.7059
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.6311
 Best site-SVHN                      | Epoch:12 | Val Acc: 0.4000
 Best site-SVHN                      | Epoch:12 | Val Acc: 0.3827
 Best site-MNIST_M                   | Epoch:12 | Val Acc: 0.4143
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 13 ============
cnt=[1, 10, 1, 5, 5, ]
cnt=[10, 6, 2, 3, 1, ]
 Site-USPS                          | Train Loss: 0.1591 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.1995 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3308 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2590 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.1813 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.2177 | Train Acc: 0.9683
 Site-USPS                          | Train Loss: 0.2774 | Train Acc: 0.9383
 Site-USPS                          | Train Loss: 0.2357 | Train Acc: 0.9438
 Site-USPS                          | Train Loss: 0.2495 | Train Acc: 0.9389
 Site-USPS                          | Train Loss: 0.2188 | Train Acc: 0.9517
 Site-MNIST                         | Train Loss: 0.3629 | Train Acc: 0.9000
 Site-MNIST                         | Train Loss: 0.3273 | Train Acc: 0.8889
 Site-MNIST                         | Train Loss: 0.3112 | Train Acc: 0.8760
 Site-MNIST                         | Train Loss: 0.3741 | Train Acc: 0.8841
 Site-MNIST                         | Train Loss: 0.4377 | Train Acc: 0.8929
 Site-MNIST                         | Train Loss: 0.4119 | Train Acc: 0.9034
 Site-SynthDigits                   | Train Loss: 1.4237 | Train Acc: 0.5563
 Site-SynthDigits                   | Train Loss: 1.2406 | Train Acc: 0.5861
 Site-SynthDigits                   | Train Loss: 1.1530 | Train Acc: 0.6253
 Site-SVHN                          | Train Loss: 1.8854 | Train Acc: 0.3149
 Site-SVHN                          | Train Loss: 1.7663 | Train Acc: 0.3670
 Site-MNIST_M                       | Train Loss: 1.7960 | Train Acc: 0.4220
Average Train Accuracy: 0.7991
 Site-USPS                          | Val  Loss: 0.4353 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3505 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3557 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2154 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2085 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2077 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2304 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.2088 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2180 | Val  Acc: 0.9563
 Site-USPS                          | Val  Loss: 0.2335 | Val  Acc: 0.9396
 Site-MNIST                         | Val  Loss: 0.5199 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.3898 | Val  Acc: 0.8889
 Site-MNIST                         | Val  Loss: 0.3665 | Val  Acc: 0.8750
 Site-MNIST                         | Val  Loss: 0.4542 | Val  Acc: 0.8793
 Site-MNIST                         | Val  Loss: 0.4100 | Val  Acc: 0.8857
 Site-MNIST                         | Val  Loss: 0.3590 | Val  Acc: 0.8942
 Site-SynthDigits                   | Val  Loss: 1.3065 | Val  Acc: 0.7297
 Site-SynthDigits                   | Val  Loss: 1.1904 | Val  Acc: 0.7206
 Site-SynthDigits                   | Val  Loss: 1.2545 | Val  Acc: 0.6230
 Site-SVHN                          | Val  Loss: 1.7435 | Val  Acc: 0.4222
 Site-SVHN                          | Val  Loss: 1.6741 | Val  Acc: 0.4444
 Site-MNIST_M                       | Val  Loss: 1.9474 | Val  Acc: 0.4143
Average Valid Accuracy: 0.8251
 Best site-USPS                      | Epoch:13 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:13 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:13 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:13 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:13 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9563
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9396
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8889
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8750
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8793
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8857
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8942
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.7297
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.7206
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.6230
 Best site-SVHN                      | Epoch:13 | Val Acc: 0.4222
 Best site-SVHN                      | Epoch:13 | Val Acc: 0.4444
 Best site-MNIST_M                   | Epoch:13 | Val Acc: 0.4143
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 14 ============
cnt=[10, 3, 1, 6, 2, ]
cnt=[10, 3, 6, 2, 1, ]
 Site-USPS                          | Train Loss: 0.1537 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2037 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3295 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2460 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.3440 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.2111 | Train Acc: 0.9683
 Site-USPS                          | Train Loss: 0.2868 | Train Acc: 0.9339
 Site-USPS                          | Train Loss: 0.2373 | Train Acc: 0.9511
 Site-USPS                          | Train Loss: 0.2343 | Train Acc: 0.9429
 Site-USPS                          | Train Loss: 0.2100 | Train Acc: 0.9525
 Site-MNIST                         | Train Loss: 0.3339 | Train Acc: 0.9250
 Site-MNIST                         | Train Loss: 0.3162 | Train Acc: 0.8750
 Site-MNIST                         | Train Loss: 0.2799 | Train Acc: 0.8915
 Site-MNIST                         | Train Loss: 0.3440 | Train Acc: 0.8927
 Site-MNIST                         | Train Loss: 0.4090 | Train Acc: 0.9095
 Site-MNIST                         | Train Loss: 0.3863 | Train Acc: 0.9140
 Site-SynthDigits                   | Train Loss: 1.3325 | Train Acc: 0.5828
 Site-SynthDigits                   | Train Loss: 1.2413 | Train Acc: 0.5971
 Site-SynthDigits                   | Train Loss: 1.1278 | Train Acc: 0.6436
 Site-SVHN                          | Train Loss: 1.8404 | Train Acc: 0.3370
 Site-SVHN                          | Train Loss: 1.8105 | Train Acc: 0.3853
 Site-MNIST_M                       | Train Loss: 1.7151 | Train Acc: 0.4433
Average Train Accuracy: 0.8077
 Site-USPS                          | Val  Loss: 0.3923 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3118 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3161 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1948 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1986 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2035 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2237 | Val  Acc: 0.9107
 Site-USPS                          | Val  Loss: 0.1991 | Val  Acc: 0.9510
 Site-USPS                          | Val  Loss: 0.2083 | Val  Acc: 0.9672
 Site-USPS                          | Val  Loss: 0.2226 | Val  Acc: 0.9486
 Site-MNIST                         | Val  Loss: 0.5138 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.3791 | Val  Acc: 0.8333
 Site-MNIST                         | Val  Loss: 0.3397 | Val  Acc: 0.8750
 Site-MNIST                         | Val  Loss: 0.4277 | Val  Acc: 0.8966
 Site-MNIST                         | Val  Loss: 0.3849 | Val  Acc: 0.8952
 Site-MNIST                         | Val  Loss: 0.3333 | Val  Acc: 0.9101
 Site-SynthDigits                   | Val  Loss: 1.2820 | Val  Acc: 0.7297
 Site-SynthDigits                   | Val  Loss: 1.1409 | Val  Acc: 0.7206
 Site-SynthDigits                   | Val  Loss: 1.2119 | Val  Acc: 0.6475
 Site-SVHN                          | Val  Loss: 1.6886 | Val  Acc: 0.4444
 Site-SVHN                          | Val  Loss: 1.6268 | Val  Acc: 0.4444
 Site-MNIST_M                       | Val  Loss: 1.8860 | Val  Acc: 0.4143
Average Valid Accuracy: 0.8242
============ Train epoch 15 ============
cnt=[3, 10, 6, 1, 2, ]
cnt=[10, 6, 3, 2, 1, ]
 Site-USPS                          | Train Loss: 0.1313 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.1865 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3191 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2457 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.2342 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.1938 | Train Acc: 0.9683
 Site-USPS                          | Train Loss: 0.2649 | Train Acc: 0.9427
 Site-USPS                          | Train Loss: 0.2324 | Train Acc: 0.9389
 Site-USPS                          | Train Loss: 0.2226 | Train Acc: 0.9457
 Site-USPS                          | Train Loss: 0.1985 | Train Acc: 0.9532
 Site-MNIST                         | Train Loss: 0.3261 | Train Acc: 0.9250
 Site-MNIST                         | Train Loss: 0.3909 | Train Acc: 0.8889
 Site-MNIST                         | Train Loss: 0.2605 | Train Acc: 0.8915
 Site-MNIST                         | Train Loss: 0.3341 | Train Acc: 0.8927
 Site-MNIST                         | Train Loss: 0.3920 | Train Acc: 0.9024
 Site-MNIST                         | Train Loss: 0.3790 | Train Acc: 0.9127
 Site-SynthDigits                   | Train Loss: 1.3639 | Train Acc: 0.5762
 Site-SynthDigits                   | Train Loss: 1.1535 | Train Acc: 0.6154
 Site-SynthDigits                   | Train Loss: 1.0935 | Train Acc: 0.6578
 Site-SVHN                          | Train Loss: 1.8487 | Train Acc: 0.3370
 Site-SVHN                          | Train Loss: 1.7606 | Train Acc: 0.3945
 Site-MNIST_M                       | Train Loss: 1.7332 | Train Acc: 0.4362
Average Train Accuracy: 0.8092
 Site-USPS                          | Val  Loss: 0.4227 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3450 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3201 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1955 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1833 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.1900 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2102 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.1934 | Val  Acc: 0.9314
 Site-USPS                          | Val  Loss: 0.2026 | Val  Acc: 0.9399
 Site-USPS                          | Val  Loss: 0.2148 | Val  Acc: 0.9335
 Site-MNIST                         | Val  Loss: 0.4868 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.3680 | Val  Acc: 0.8333
 Site-MNIST                         | Val  Loss: 0.3476 | Val  Acc: 0.9062
 Site-MNIST                         | Val  Loss: 0.4222 | Val  Acc: 0.8966
 Site-MNIST                         | Val  Loss: 0.3740 | Val  Acc: 0.8952
 Site-MNIST                         | Val  Loss: 0.3221 | Val  Acc: 0.9101
 Site-SynthDigits                   | Val  Loss: 1.2188 | Val  Acc: 0.7297
 Site-SynthDigits                   | Val  Loss: 1.1205 | Val  Acc: 0.7353
 Site-SynthDigits                   | Val  Loss: 1.1845 | Val  Acc: 0.6393
 Site-SVHN                          | Val  Loss: 1.7035 | Val  Acc: 0.4667
 Site-SVHN                          | Val  Loss: 1.6256 | Val  Acc: 0.4568
 Site-MNIST_M                       | Val  Loss: 1.8870 | Val  Acc: 0.4286
Average Valid Accuracy: 0.8291
 Best site-USPS                      | Epoch:15 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:15 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:15 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:15 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:15 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9314
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9399
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9335
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8333
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9062
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8966
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8952
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9101
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.7297
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.7353
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.6393
 Best site-SVHN                      | Epoch:15 | Val Acc: 0.4667
 Best site-SVHN                      | Epoch:15 | Val Acc: 0.4568
 Best site-MNIST_M                   | Epoch:15 | Val Acc: 0.4286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 16 ============
cnt=[2, 10, 6, 1, 3, ]
cnt=[3, 10, 2, 6, 1, ]
 Site-USPS                          | Train Loss: 0.1180 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.1523 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3044 | Train Acc: 0.9048
 Site-USPS                          | Train Loss: 0.2294 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.3249 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.1857 | Train Acc: 0.9762
 Site-USPS                          | Train Loss: 0.2546 | Train Acc: 0.9559
 Site-USPS                          | Train Loss: 0.1949 | Train Acc: 0.9511
 Site-USPS                          | Train Loss: 0.2190 | Train Acc: 0.9429
 Site-USPS                          | Train Loss: 0.1906 | Train Acc: 0.9547
 Site-MNIST                         | Train Loss: 0.3125 | Train Acc: 0.9250
 Site-MNIST                         | Train Loss: 0.2606 | Train Acc: 0.8889
 Site-MNIST                         | Train Loss: 0.2524 | Train Acc: 0.8992
 Site-MNIST                         | Train Loss: 0.3175 | Train Acc: 0.9013
 Site-MNIST                         | Train Loss: 0.3755 | Train Acc: 0.9143
 Site-MNIST                         | Train Loss: 0.3612 | Train Acc: 0.9193
 Site-SynthDigits                   | Train Loss: 1.2414 | Train Acc: 0.5960
 Site-SynthDigits                   | Train Loss: 1.1840 | Train Acc: 0.6337
 Site-SynthDigits                   | Train Loss: 1.0885 | Train Acc: 0.6436
 Site-SVHN                          | Train Loss: 1.8087 | Train Acc: 0.3591
 Site-SVHN                          | Train Loss: 1.7765 | Train Acc: 0.4006
 Site-MNIST_M                       | Train Loss: 1.6697 | Train Acc: 0.4574
Average Train Accuracy: 0.8177
 Site-USPS                          | Val  Loss: 0.3619 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2523 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2532 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1534 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1627 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.1828 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2029 | Val  Acc: 0.9107
 Site-USPS                          | Val  Loss: 0.1785 | Val  Acc: 0.9608
 Site-USPS                          | Val  Loss: 0.1863 | Val  Acc: 0.9672
 Site-USPS                          | Val  Loss: 0.1984 | Val  Acc: 0.9547
 Site-MNIST                         | Val  Loss: 0.5034 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.3698 | Val  Acc: 0.8333
 Site-MNIST                         | Val  Loss: 0.3229 | Val  Acc: 0.9062
 Site-MNIST                         | Val  Loss: 0.4062 | Val  Acc: 0.8966
 Site-MNIST                         | Val  Loss: 0.3582 | Val  Acc: 0.8952
 Site-MNIST                         | Val  Loss: 0.3125 | Val  Acc: 0.9101
 Site-SynthDigits                   | Val  Loss: 1.2230 | Val  Acc: 0.7568
 Site-SynthDigits                   | Val  Loss: 1.1018 | Val  Acc: 0.7353
 Site-SynthDigits                   | Val  Loss: 1.1459 | Val  Acc: 0.6475
 Site-SVHN                          | Val  Loss: 1.6463 | Val  Acc: 0.4889
 Site-SVHN                          | Val  Loss: 1.5875 | Val  Acc: 0.4568
 Site-MNIST_M                       | Val  Loss: 1.8338 | Val  Acc: 0.4429
Average Valid Accuracy: 0.8367
 Best site-USPS                      | Epoch:16 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:16 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:16 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:16 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:16 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:16 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:16 | Val Acc: 0.9107
 Best site-USPS                      | Epoch:16 | Val Acc: 0.9608
 Best site-USPS                      | Epoch:16 | Val Acc: 0.9672
 Best site-USPS                      | Epoch:16 | Val Acc: 0.9547
 Best site-MNIST                     | Epoch:16 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:16 | Val Acc: 0.8333
 Best site-MNIST                     | Epoch:16 | Val Acc: 0.9062
 Best site-MNIST                     | Epoch:16 | Val Acc: 0.8966
 Best site-MNIST                     | Epoch:16 | Val Acc: 0.8952
 Best site-MNIST                     | Epoch:16 | Val Acc: 0.9101
 Best site-SynthDigits               | Epoch:16 | Val Acc: 0.7568
 Best site-SynthDigits               | Epoch:16 | Val Acc: 0.7353
 Best site-SynthDigits               | Epoch:16 | Val Acc: 0.6475
 Best site-SVHN                      | Epoch:16 | Val Acc: 0.4889
 Best site-SVHN                      | Epoch:16 | Val Acc: 0.4568
 Best site-MNIST_M                   | Epoch:16 | Val Acc: 0.4429
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 17 ============
cnt=[3, 10, 6, 1, 2, ]
cnt=[10, 6, 2, 3, 1, ]
 Site-USPS                          | Train Loss: 0.1204 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.1689 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.2983 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2200 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.1899 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.1825 | Train Acc: 0.9683
 Site-USPS                          | Train Loss: 0.2489 | Train Acc: 0.9471
